wallets,n_wallets,bet_size,peak_concurrent,peak_capital,fits_bankroll,total_trades,active_weeks,timespan_weeks,weekly_mean,weekly_time_avg,weekly_median,weekly_p25,weekly_p75,weekly_min,weekly_max,pct_profitable_weeks,total_pnl
"('0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,60,32,1920,True,1211,53,95.0,520.72,290.51,86.66,-60.34,784.68,-1511.57,5622.08,58.5,27598.03
"('0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,30,59,1770,True,1603,48,97.3,428.48,211.41,84.17,-12.51,594.32,-798.89,3677.38,70.8,20566.84
"('0x9d9346b36bfacf6858ae06c7401a72ad09162cf1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,65,30,1950,True,1545,47,95.3,577.46,284.83,192.51,-39.04,883.57,-1730.92,5514.85,72.3,27140.43
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,25,78,1950,True,1700,46,94.4,201.05,97.94,71.8,-35.33,400.98,-1164.23,2161.85,67.4,9248.22
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,65,29,1885,True,1300,46,95.0,528.53,255.92,50.52,-140.25,916.99,-2477.06,6447.2,52.2,24312.26
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,30,59,1770,True,1692,38,97.3,473.39,184.91,155.66,-61.05,608.28,-1186.36,3602.43,60.5,17988.87
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,70,28,1960,True,1634,37,95.3,627.38,243.61,174.46,-190.07,1138.46,-2768.18,6323.12,59.5,23212.88
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,25,74,1850,True,1789,38,94.7,186.84,74.96,6.19,-83.29,450.33,-988.63,2299.01,50.0,7099.9
"('0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,30,61,1830,True,1630,46,97.3,413.66,195.59,23.91,-79.56,672.5,-823.38,3716.23,52.2,19028.41
"('0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,65,29,1885,True,1572,45,95.3,529.05,249.85,85.02,-159.27,897.04,-1783.99,5389.5,53.3,23807.16
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,25,79,1975,True,1727,47,95.0,169.49,83.85,23.62,-87.54,312.98,-1066.51,2113.64,53.2,7966.19
"('0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,30,59,1770,True,1964,38,97.4,467.26,182.24,143.93,-28.21,580.82,-866.48,3631.7,65.8,17755.75
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,25,74,1850,True,2119,40,97.3,340.15,139.86,123.39,-93.38,572.66,-999.35,3064.48,55.0,13606.04
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",3,25,74,1850,True,2061,38,95.3,181.73,72.47,66.01,-119.65,380.47,-793.25,1892.2,60.5,6905.63
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,70,28,1960,True,2072,41,71.7,347.68,198.77,207.32,-52.03,814.2,-2971.19,3623.77,68.3,14254.79
"('0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,60,32,1920,True,2010,46,71.7,310.81,199.37,172.32,-45.2,521.23,-1717.04,3145.15,63.0,14297.48
"('0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,40,49,1960,True,2402,43,97.3,431.52,190.73,141.67,-49.6,901.66,-1071.59,2814.22,69.8,18555.42
"('0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,70,28,1960,True,2344,41,71.9,334.41,190.81,194.77,-188.77,814.2,-3219.15,3729.32,65.9,13710.84
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,25,78,1950,True,2499,37,72.3,100.17,51.27,79.11,-36.71,290.79,-1679.25,1335.03,67.6,3706.32
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",3,80,25,2000,True,2099,40,58.6,304.72,208.1,-36.77,-357.74,549.96,-2378.67,4193.53,42.5,12188.7
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",3,40,50,2000,True,2491,34,97.3,444.65,155.4,144.05,-253.82,1013.72,-1116.24,2714.29,52.9,15118.12
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1')",3,80,24,1920,True,2433,31,30.0,283.71,293.16,57.37,-510.01,1134.1,-3768.32,4048.08,54.8,8794.93
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",3,25,74,1850,True,2588,32,72.3,48.69,21.55,-37.77,-114.39,331.53,-1393.6,1268.15,43.8,1558.0
"('0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",3,35,51,1785,True,2429,42,97.3,343.84,148.44,-8.95,-109.19,717.6,-785.37,2974.96,42.9,14441.15
"('0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1')",3,80,25,2000,True,2371,40,58.6,289.18,197.49,-16.46,-247.08,580.84,-2662.06,4403.5,45.0,11567.04
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",3,25,79,1975,True,2526,39,72.3,62.16,33.54,-7.68,-96.85,219.25,-1581.53,1607.49,43.6,2424.29
"('0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1')",3,35,52,1820,True,2763,30,97.4,431.88,132.98,106.14,-278.06,1057.98,-1379.15,3533.09,56.7,12956.38
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",3,25,74,1850,True,2918,31,97.3,260.13,82.89,182.91,-220.35,647.17,-1514.37,1758.89,54.8,8064.14
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1')",3,25,74,1850,True,2860,28,72.4,48.7,18.83,51.18,-302.73,388.4,-1308.27,1305.84,53.6,1363.73
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,70,28,1960,True,677,47,71.6,348.96,229.16,207.32,-84.97,788.34,-639.43,2567.05,61.7,16401.3
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,40,50,2000,True,1069,41,97.3,448.68,189.09,153.74,13.97,628.22,-336.38,2651.13,75.6,18395.94
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,80,24,1920,True,1011,41,71.9,374.4,213.63,222.59,27.94,651.45,-672.75,2400.96,75.6,15350.57
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,25,78,1950,True,1166,41,71.7,87.97,50.29,69.56,-32.89,231.87,-1249.53,785.48,65.9,3606.64
"('0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,35,51,1785,True,1007,49,97.3,353.25,177.92,103.66,-12.65,491.03,-324.85,2974.96,61.2,17309.25
"('0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,70,27,1890,True,949,47,71.9,337.39,220.68,113.43,-66.14,532.97,-680.54,3411.28,61.7,15857.35
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,20,83,1660,True,1104,46,72.1,77.79,49.6,60.69,-15.07,180.9,-1149.97,702.65,65.2,3578.34
"('0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,35,52,1820,True,1341,43,97.4,368.01,162.42,120.91,31.39,397.8,-886.17,3533.09,76.7,15824.47
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,25,78,1950,True,1496,43,97.3,235.18,103.95,139.64,-13.25,395.25,-1370.3,1715.15,69.8,10112.78
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",3,25,78,1950,True,1438,41,72.4,83.23,47.11,69.56,-43.78,202.28,-1164.2,808.49,65.9,3412.37
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca')",3,35,51,1785,True,1096,42,97.3,340.51,147.01,16.31,-75.52,456.88,-435.34,2893.49,50.0,14301.61
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1')",3,100,13,1300,True,1038,40,58.6,351.5,240.05,-16.11,-248.93,795.51,-1030.19,4640.5,42.5,14060.1
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca')",3,25,79,1975,True,1193,41,72.1,56.7,32.22,-2.59,-111.72,188.28,-1151.81,901.64,46.3,2324.61
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1')",3,35,52,1820,True,1430,34,97.4,376.97,131.55,94.68,-94.62,555.13,-1029.12,3451.62,61.8,12816.84
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14')",3,25,74,1850,True,1585,35,97.3,227.56,81.87,72.76,-103.77,540.16,-1084.65,1656.96,54.3,7964.47
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1')",3,25,74,1850,True,1527,32,72.4,39.5,17.45,-28.45,-130.09,183.33,-878.55,989.52,46.9,1264.06
"('0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1')",3,35,52,1820,True,1368,41,97.4,342.19,144.0,-3.13,-84.37,496.61,-1042.98,4106.84,48.8,14029.63
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca')",3,25,79,1975,True,1523,43,97.3,205.37,90.77,35.92,-66.82,353.28,-1272.58,2124.97,51.2,8830.75
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1')",3,25,79,1975,True,1465,41,72.4,51.96,29.41,-2.59,-120.01,187.34,-1066.48,1218.31,46.3,2130.34
"('0x3dfb153c197d4c19d3b31c1ecd2c7b6860eeabaf', '0x567464a8b6b5794c43282c4a9274e12b48ba8b14', '0x9d9346b36bfacf6858ae06c7401a72ad09162cf1')",3,25,74,1850,True,1857,31,97.4,250.65,79.75,159.24,-138.75,477.56,-999.32,2523.63,61.3,7770.2
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,55,1925,True,2204,70,103.7,516.97,348.92,176.2,-48.21,599.06,-1064.13,6978.7,65.7,36187.56
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",4,35,56,1960,True,3003,71,104.6,400.41,271.86,68.99,-113.79,491.53,-1340.2,6505.72,54.9,28428.9
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,25,77,1925,True,1581,74,103.7,302.09,215.54,98.46,-23.65,341.74,-324.75,4646.94,71.6,22354.99
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa')",4,35,55,1925,True,1670,71,104.0,398.44,272.01,153.54,-60.22,455.6,-452.67,6424.26,62.0,28289.35
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca')",4,30,58,1740,True,1608,79,104.4,320.1,242.15,59.14,-67.52,361.17,-315.9,6068.12,58.2,25287.56
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,45,42,1890,True,3618,71,104.6,629.5,427.41,236.45,-108.15,842.81,-1736.63,8992.57,60.6,44694.84
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,53,1855,True,2196,74,103.7,508.52,362.83,176.63,-27.4,599.06,-985.26,6994.22,73.0,37630.74
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,50,37,1850,True,2285,71,104.0,696.64,475.59,262.73,-82.51,829.43,-2053.31,9875.36,66.2,49461.58
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,50,37,1850,True,2223,79,104.4,648.03,490.23,240.69,-99.03,744.96,-1448.34,10811.39,59.5,51194.15
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,54,1890,True,2995,75,104.6,398.29,285.66,113.55,-78.0,491.53,-1356.95,6521.24,62.7,29872.08
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",4,50,40,2000,True,3084,71,104.6,540.53,367.0,198.61,-156.47,678.15,-1994.3,9199.68,57.7,38377.78
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",4,40,45,1800,True,3022,79,104.6,406.18,306.86,49.11,-119.16,385.11,-1042.31,8108.57,50.6,32088.28
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,40,49,1960,True,1662,75,104.0,453.07,326.73,190.6,-37.61,456.3,-397.21,7359.74,70.7,33980.05
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,51,1785,True,1600,81,104.4,382.04,296.33,125.85,-38.61,405.49,-329.05,7095.0,64.2,30945.34
"('0x1cc16713196d456f86fa9c7387dd326a7f73b8df', '0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca')",4,50,37,1850,True,1689,79,104.4,505.2,382.18,153.56,-93.7,523.46,-646.67,10019.33,57.0,39911.0
"('0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,60,31,1860,True,3080,38,95.3,808.2,322.31,284.52,-191.58,1434.62,-2171.99,5159.02,63.2,30711.46
"('0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,35,52,1820,True,1658,46,94.4,451.81,220.09,180.69,52.51,713.57,-985.26,3274.66,82.6,20783.11
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,65,30,1950,True,1747,38,94.7,868.73,348.54,503.21,-123.59,1384.57,-2669.3,6438.14,65.8,33011.6
"('0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,60,33,1980,True,1685,46,95.0,707.64,342.65,188.21,-55.06,1201.64,-1738.01,5498.01,60.9,32551.33
"('0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,53,1855,True,2457,41,71.7,317.67,181.62,103.66,-56.34,609.26,-1273.23,2862.65,70.7,13024.45
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",4,60,31,1860,True,2546,32,30.9,536.62,556.49,126.35,-351.71,1365.6,-2249.65,4746.89,59.4,17171.69
"('0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1')",4,55,34,1870,True,2484,40,58.6,441.16,301.28,-4.77,-208.38,764.38,-1301.62,3971.2,47.5,17646.54
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,52,1820,True,1124,41,71.3,314.27,180.75,123.8,23.07,407.1,-380.76,1449.41,80.5,12884.91
"('0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,35,55,1925,True,1062,47,71.6,299.95,196.97,123.8,-3.38,620.42,-337.19,1414.87,72.3,14097.71
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x39d3c773be30fcc73161fc6768f46d563a779ef0', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca')",4,60,33,1980,True,1151,40,58.3,475.29,326.18,278.6,-150.31,1100.49,-776.0,2234.46,57.5,19011.55
"('0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,60,31,1860,True,3072,47,95.3,706.07,348.27,226.42,-36.04,1247.5,-2200.7,5253.17,72.3,33185.5
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,65,29,1885,True,3161,38,95.3,799.09,318.68,352.17,-195.75,1562.4,-2669.3,6047.55,63.2,30365.35
"('0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,60,31,1860,True,3099,46,95.3,654.54,315.98,81.35,-156.9,1043.24,-1738.01,5137.47,52.2,30108.63
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,65,30,1950,True,1739,47,94.7,759.4,376.84,332.75,101.15,1168.41,-2522.85,6540.13,80.9,35691.8
"('0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,60,32,1920,True,1677,53,95.0,660.86,368.69,243.62,-14.58,1214.45,-1602.82,5592.15,69.8,35025.36
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0xfbf3d501e88815464642d0e913f15379c3eeb218')",4,65,29,1885,True,1766,46,95.0,703.45,340.62,252.3,-168.48,1321.31,-2575.91,6414.79,58.7,32358.53
"('0x23c8a4c266d10ba5846837eac391fea89ed6f293', '0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,65,29,1885,True,2538,41,71.7,519.09,296.77,318.58,-15.8,1019.69,-2468.22,4110.36,73.2,21282.87
"('0x412fe1a101554f0b382181c3af932e4b2d8030fa', '0x5c6940cefe1dc0cbcc859b62997cc749baa751ca', '0x87da2f16cf98af9b3e2f6ba6d9c4c470815b53d1', '0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1')",4,60,32,1920,True,2476,47,71.7,462.23,302.94,166.94,-37.36,875.23,-1448.66,3379.5,66.0,21724.8
