train_time_avg,test_time_avg,train_median,test_median,test_p25,test_pct_profitable,train_pct_profitable,test_n_weeks,test_sharpe,robust_time_avg,test_worst_week,test_std,wallets,n_wallets,bet,peak_conc,peak_capital,fits
182.07,483.77,38.76,172.74,33.21,81.8,54.8,33,0.46,182.07,-248.26,1000.2,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,25,67,1675,True
145.46,418.09,31.01,91.63,22.65,84.4,54.8,32,0.48,145.46,-180.96,845.46,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,20,82,1640,True
113.54,419.82,20.99,109.1,27.21,77.1,56.6,35,0.39,113.54,-335.65,1082.25,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xba732f8ac829db045ab0622787794976cb950cfd|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1,5,25,73,1825,True
104.02,376.0,6.18,104.99,49.7,80.6,53.1,36,0.44,104.02,-160.36,998.97,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xba732f8ac829db045ab0622787794976cb950cfd|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,25,73,1825,True
113.54,432.38,20.99,166.75,41.94,85.7,56.6,35,0.44,113.54,-248.26,971.03,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xba732f8ac829db045ab0622787794976cb950cfd|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,25,73,1825,True
113.54,468.57,20.99,104.47,39.03,88.2,56.6,34,0.46,113.54,-324.75,1026.34,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xba732f8ac829db045ab0622787794976cb950cfd|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,77,1925,True
126.13,728.53,49.28,182.09,64.03,81.2,54.0,32,0.43,126.13,-387.97,1643.73,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,35,51,1785,True
145.2,793.09,88.81,363.78,-21.95,71.9,61.4,32,0.43,145.2,-427.55,1804.04,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,40,49,1960,True
90.75,531.73,55.51,179.58,3.6,75.0,61.4,32,0.44,90.75,-516.83,1170.39,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,77,1925,True
126.13,737.22,49.28,334.2,81.82,78.1,54.0,32,0.49,126.13,-341.91,1474.09,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,35,52,1820,True
90.09,562.3,35.2,135.53,52.84,78.1,54.0,32,0.5,90.09,-240.85,1091.6,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,80,2000,True
89.1,540.61,61.73,190.11,16.48,75.8,60.5,33,0.49,89.1,-271.97,1046.26,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0x23c8a4c266d10ba5846837eac391fea89ed6f293|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,77,1925,True
100.52,204.02,40.39,56.92,-27.12,65.2,63.4,46,0.39,100.52,-110.64,520.9,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd,5,15,111,1665,True
207.12,477.04,79.17,134.23,-0.2,75.0,66.2,32,0.41,207.12,-464.59,1117.18,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1,5,25,67,1675,True
206.46,505.93,79.17,220.5,-5.21,75.0,66.2,32,0.48,206.46,-184.4,1034.95,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,25,67,1675,True
207.12,492.45,79.17,215.66,-14.67,71.9,66.2,32,0.47,207.12,-348.84,998.57,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,25,67,1675,True
208.54,516.69,79.17,169.31,31.49,75.0,66.2,32,0.48,208.54,-280.17,1045.86,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,67,1675,True
120.17,311.67,39.1,75.12,-45.29,62.2,63.4,45,0.34,120.17,-414.29,960.35,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xba732f8ac829db045ab0622787794976cb950cfd|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1,5,25,73,1825,True
119.87,337.12,39.1,100.87,-45.97,66.7,63.4,45,0.39,119.87,-184.4,894.09,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xba732f8ac829db045ab0622787794976cb950cfd|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,25,73,1825,True
120.69,316.32,39.1,83.5,-42.4,65.2,63.4,46,0.37,120.69,-348.84,855.23,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xba732f8ac829db045ab0622787794976cb950cfd|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,25,73,1825,True
120.69,342.42,39.1,100.87,-44.95,66.7,63.4,45,0.39,120.69,-362.49,905.64,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xba732f8ac829db045ab0622787794976cb950cfd|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,73,1825,True
226.45,1041.19,127.7,420.27,-102.81,71.9,63.4,32,0.44,226.45,-711.52,2323.87,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,50,40,2000,True
228.66,996.39,144.14,370.39,-31.43,68.8,64.3,32,0.43,228.66,-697.67,2243.74,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,50,40,2000,True
160.06,748.17,100.9,157.58,-49.16,71.9,64.3,32,0.44,160.06,-833.66,1633.4,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,35,55,1925,True
227.34,1053.6,134.98,579.89,111.32,78.1,64.3,32,0.5,227.34,-625.83,2076.83,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,50,40,2000,True
136.41,675.02,80.99,297.77,-58.34,71.9,64.3,32,0.51,136.41,-334.3,1295.44,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,30,58,1740,True
160.06,771.27,100.9,314.27,-22.0,71.9,64.3,32,0.49,160.06,-488.37,1474.89,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x23c8a4c266d10ba5846837eac391fea89ed6f293|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,35,55,1925,True
87.66,184.07,4.62,45.6,-26.23,60.0,55.1,40,0.34,87.66,-333.9,619.91,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1,5,15,111,1665,True
87.48,199.55,7.04,34.97,-11.5,66.7,56.2,42,0.38,87.48,-126.8,566.1,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,15,111,1665,True
87.66,188.95,4.62,70.98,-16.94,67.5,55.1,40,0.39,87.66,-194.0,556.81,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,15,111,1665,True
87.66,204.99,4.62,43.85,-17.87,66.7,55.1,39,0.41,87.66,-223.25,585.38,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,15,111,1665,True
171.08,457.52,11.7,122.86,-46.96,68.8,53.1,32,0.38,171.08,-497.96,1177.32,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,25,67,1675,True
174.47,434.24,14.32,155.8,-74.47,59.4,54.1,32,0.37,174.47,-488.06,1131.78,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,25,67,1675,True
174.47,470.45,14.32,94.03,-60.19,62.5,54.1,32,0.39,174.47,-737.68,1171.66,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,67,1675,True
172.43,463.72,11.73,162.03,-29.95,71.9,54.0,32,0.43,172.43,-323.33,1052.19,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,25,67,1675,True
172.43,499.44,11.73,121.19,-18.26,71.9,54.0,32,0.45,172.43,-313.55,1087.86,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,67,1675,True
174.47,485.74,14.32,197.59,-26.78,68.8,54.1,32,0.44,174.47,-323.33,1055.57,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x23c8a4c266d10ba5846837eac391fea89ed6f293|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,67,1675,True
99.37,330.03,6.18,114.16,-53.55,61.8,53.1,34,0.36,99.37,-447.67,1142.44,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xba732f8ac829db045ab0622787794976cb950cfd|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,25,73,1825,True
116.76,424.68,7.69,129.08,-86.95,59.4,56.0,32,0.36,116.76,-437.76,1130.28,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xba732f8ac829db045ab0622787794976cb950cfd|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,25,73,1825,True
116.76,460.9,7.69,89.35,-60.19,62.5,56.0,32,0.38,116.76,-687.38,1170.15,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xba732f8ac829db045ab0622787794976cb950cfd|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,73,1825,True
99.37,336.87,6.18,138.31,-13.87,64.7,53.1,34,0.41,99.37,-323.33,1020.65,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xba732f8ac829db045ab0622787794976cb950cfd|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,25,73,1825,True
99.37,363.39,6.18,105.64,-11.02,67.6,53.1,34,0.43,99.37,-263.25,1056.01,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xba732f8ac829db045ab0622787794976cb950cfd|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,73,1825,True
116.76,476.01,7.69,197.59,-26.78,68.8,56.0,32,0.43,116.76,-323.33,1053.03,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0xba732f8ac829db045ab0622787794976cb950cfd|0x23c8a4c266d10ba5846837eac391fea89ed6f293|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,73,1825,True
157.32,956.77,-2.41,280.74,-142.96,68.8,47.9,32,0.4,157.32,-758.46,2350.59,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,50,37,1850,True
94.39,616.92,-1.45,188.38,-93.97,62.5,47.9,32,0.42,94.39,-754.61,1451.97,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,30,58,1740,True
201.23,688.25,68.99,315.31,-122.04,62.5,56.4,32,0.4,201.23,-866.52,1643.04,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x23c8a4c266d10ba5846837eac391fea89ed6f293|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,35,55,1925,True
95.14,624.37,-2.68,291.71,-83.8,68.8,48.9,32,0.47,95.14,-388.0,1306.1,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0x412fe1a101554f0b382181c3af932e4b2d8030fa|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x23c8a4c266d10ba5846837eac391fea89ed6f293|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,30,58,1740,True
104.05,197.06,50.34,46.76,-26.57,67.4,64.1,46,0.4,104.05,-98.93,500.17,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd,5,15,111,1665,True
217.74,447.96,94.13,144.98,15.8,78.1,66.7,32,0.41,217.74,-213.9,1060.99,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1,5,25,67,1675,True
217.08,479.3,95.36,236.86,18.29,78.1,66.7,32,0.47,217.08,-232.04,998.29,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,25,67,1675,True
216.41,457.23,92.0,192.95,-5.96,69.7,66.2,33,0.46,216.41,-254.49,935.55,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,25,67,1675,True
173.8,397.14,73.6,84.05,9.02,78.1,66.2,32,0.48,173.8,-67.87,797.91,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,20,82,1640,True
124.75,301.01,57.31,95.19,-45.29,66.7,63.4,45,0.34,124.75,-213.9,910.48,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xba732f8ac829db045ab0622787794976cb950cfd|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1,5,25,73,1825,True
124.46,326.39,57.31,106.04,-45.29,68.9,63.4,45,0.39,124.46,-232.04,859.51,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xba732f8ac829db045ab0622787794976cb950cfd|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,25,73,1825,True
125.29,305.63,57.31,114.45,-38.61,67.4,63.4,46,0.38,125.29,-254.49,808.66,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xba732f8ac829db045ab0622787794976cb950cfd|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,25,73,1825,True
126.98,330.81,62.32,80.45,-42.15,66.7,64.1,45,0.39,126.98,-183.39,861.9,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0xba732f8ac829db045ab0622787794976cb950cfd|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,77,1925,True
174.52,691.55,129.95,317.88,-2.47,75.0,64.8,32,0.43,174.52,-433.28,1557.44,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,35,54,1890,True
175.44,656.63,124.62,308.0,11.15,75.0,64.8,32,0.43,175.44,-356.28,1480.67,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,35,52,1820,True
125.31,505.07,89.02,193.87,-0.67,75.0,64.8,32,0.44,125.31,-285.14,1106.26,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,77,1925,True
174.52,700.24,129.95,438.75,63.0,75.0,64.8,32,0.49,174.52,-305.99,1390.26,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,35,54,1890,True
124.66,535.89,92.82,254.47,24.07,78.1,64.8,32,0.51,124.66,-162.02,1037.23,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,80,2000,True
123.63,514.08,88.35,148.89,6.64,75.8,64.3,33,0.49,123.63,-254.49,985.36,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23|0x23c8a4c266d10ba5846837eac391fea89ed6f293|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,25,77,1925,True
90.44,177.57,4.62,28.67,-16.96,63.4,55.1,41,0.34,90.44,-147.7,586.39,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1,5,15,111,1665,True
90.26,193.02,7.04,45.37,-10.1,69.0,56.2,42,0.38,90.26,-143.07,549.45,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,15,111,1665,True
90.44,182.37,4.62,56.77,-20.68,65.0,55.1,40,0.39,90.44,-126.14,532.12,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd|0x23c8a4c266d10ba5846837eac391fea89ed6f293,5,15,111,1665,True
90.44,199.64,4.62,33.8,-19.88,61.5,55.1,39,0.41,90.44,-104.27,561.83,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0xba732f8ac829db045ab0622787794976cb950cfd|0x39d3c773be30fcc73161fc6768f46d563a779ef0,5,15,111,1665,True
182.51,430.89,38.76,129.64,-25.34,68.8,56.2,32,0.37,182.51,-243.05,1132.21,0x1cc16713196d456f86fa9c7387dd326a7f73b8df|0xc8ec6d4cef5c5fe8409ef69303c37f05b678e8f1|0xd3a6e523c440f94f9259398fbcf7b5cc5ccffd55|0x9d9346b36bfacf6858ae06c7401a72ad09162cf1|0x5c6940cefe1dc0cbcc859b62997cc749baa751ca,5,25,67,1675,True
