series,ticker,side,ask,secs_left,prior_asks,accel,won,profit
KXBTC15M,KXBTC15M-26JUL280730-30,yes,95,360,"98,98,98",True,True,2.2
KXBTC15M,KXBTC15M-26JUL280630-30,yes,92,480,"93,93,95",True,True,3.64
KXBTC15M,KXBTC15M-26JUL280615-15,no,93,360,"80,83,89",True,True,3.15
KXBTC15M,KXBTC15M-26JUL280515-15,yes,92,180,"83,86,88",True,True,3.64
KXBTC15M,KXBTC15M-26JUL280315-15,no,92,360,"89,90,93",True,True,3.64
KXBTC15M,KXBTC15M-26JUL280230-30,yes,94,300,"96,97,95",False,True,2.67
KXBTC15M,KXBTC15M-26JUL280215-15,no,94,420,"80,87,86",False,True,2.67
KXBTC15M,KXBTC15M-26JUL280130-30,yes,91,540,"82,86,93",True,True,4.14
KXBTC15M,KXBTC15M-26JUL280115-15,yes,93,600,"80,85,86",True,True,3.15
KXBTC15M,KXBTC15M-26JUL280045-45,no,91,360,"84,84,84",True,True,4.14
KXBTC15M,KXBTC15M-26JUL280000-00,no,91,240,"94,83,83",False,True,4.14
KXBTC15M,KXBTC15M-26JUL272100-00,no,90,480,"83,80,85",False,True,4.65
KXBTC15M,KXBTC15M-26JUL272030-30,yes,94,540,"80,85,91",True,True,2.67
KXBTC15M,KXBTC15M-26JUL272015-15,no,95,300,"87,91,96",True,True,2.2
KXBTC15M,KXBTC15M-26JUL272000-00,yes,94,300,"87,89,95",True,True,2.67
KXBTC15M,KXBTC15M-26JUL271945-45,no,94,360,"83,83,92",True,True,2.67
KXBTC15M,KXBTC15M-26JUL271915-15,no,92,180,"84,93,95",True,True,3.64
KXBTC15M,KXBTC15M-26JUL271815-15,no,95,420,"87,88,89",True,True,2.2
KXBTC15M,KXBTC15M-26JUL271715-15,no,94,180,"80,82,80",False,True,2.67
KXBTC15M,KXBTC15M-26JUL271545-45,yes,93,240,"87,82,84",False,True,3.15
KXBTC15M,KXBTC15M-26JUL271445-45,no,92,480,"84,91,90",False,True,3.64
KXBTC15M,KXBTC15M-26JUL271430-30,no,91,600,"87,85,85",False,True,4.14
KXBTC15M,KXBTC15M-26JUL271045-45,no,90,540,"82,87,90",True,True,4.65
KXBTC15M,KXBTC15M-26JUL270845-45,no,92,600,"84,89,93",True,False,-45
KXBTC15M,KXBTC15M-26JUL270800-00,no,92,300,"84,89,95",True,True,3.64
KXBTC15M,KXBTC15M-26JUL270715-15,no,92,540,"81,89,83",False,True,3.64
KXBTC15M,KXBTC15M-26JUL270700-00,no,94,480,"84,84,93",True,True,2.67
KXBTC15M,KXBTC15M-26JUL270545-45,yes,94,360,"92,92,97",True,True,2.67
KXBTC15M,KXBTC15M-26JUL270345-45,no,94,480,"85,87,85",False,True,2.67
KXBTC15M,KXBTC15M-26JUL270300-00,no,92,480,"85,85,91",True,True,3.64
KXBTC15M,KXBTC15M-26JUL270245-45,yes,93,420,"84,84,89",True,True,3.15
KXBTC15M,KXBTC15M-26JUL270230-30,no,95,240,"87,86,89",False,True,2.2
KXBTC15M,KXBTC15M-26JUL270045-45,yes,93,240,"91,88,85",False,True,3.15
KXBTC15M,KXBTC15M-26JUL270030-30,yes,95,540,"80,91,88",False,True,2.2
KXBTC15M,KXBTC15M-26JUL270015-15,yes,90,480,"84,86,81",False,True,4.65
KXBTC15M,KXBTC15M-26JUL270000-00,no,93,300,"90,83,88",False,True,3.15
KXBTC15M,KXBTC15M-26JUL262300-00,no,95,300,"90,96,96",True,True,2.2
KXBTC15M,KXBTC15M-26JUL262200-00,yes,91,420,"89,81,89",False,True,4.14
KXBTC15M,KXBTC15M-26JUL262115-15,yes,92,480,"81,81,90",True,False,-45
KXBTC15M,KXBTC15M-26JUL262030-30,no,92,480,"80,87,86",False,True,3.64
KXBTC15M,KXBTC15M-26JUL261915-15,yes,95,360,"83,87,94",True,True,2.2
KXBTC15M,KXBTC15M-26JUL261845-45,yes,94,540,"81,91,90",False,True,2.67
KXBTC15M,KXBTC15M-26JUL261730-30,yes,94,480,"84,84,91",True,True,2.67
KXBTC15M,KXBTC15M-26JUL261630-30,no,95,420,"85,85,85",True,True,2.2
KXBTC15M,KXBTC15M-26JUL261600-00,no,90,300,"93,83,87",False,True,4.65
KXBTC15M,KXBTC15M-26JUL261530-30,yes,95,240,"93,94,93",False,True,2.2
KXBTC15M,KXBTC15M-26JUL261500-00,yes,92,300,"82,93,95",True,True,3.64
KXBTC15M,KXBTC15M-26JUL261445-45,yes,93,180,"87,95,88",False,True,3.15
KXBTC15M,KXBTC15M-26JUL261045-45,yes,92,240,"85,93,82",False,True,3.64
KXBTC15M,KXBTC15M-26JUL261015-15,yes,95,480,"84,96,97",True,True,2.2
KXBTC15M,KXBTC15M-26JUL260930-30,yes,90,600,"85,88,87",False,True,4.65
KXBTC15M,KXBTC15M-26JUL260915-15,no,92,480,"80,88,86",False,True,3.64
KXBTC15M,KXBTC15M-26JUL260900-00,no,92,300,"84,88,86",False,True,3.64
KXBTC15M,KXBTC15M-26JUL260830-30,no,92,480,"84,94,96",True,True,3.64
KXBTC15M,KXBTC15M-26JUL260815-15,yes,94,540,"83,92,92",True,True,2.67
KXBTC15M,KXBTC15M-26JUL260800-00,yes,90,240,"89,84,85",False,True,4.65
KXBTC15M,KXBTC15M-26JUL260700-00,no,92,480,"80,88,94",True,True,3.64
KXBTC15M,KXBTC15M-26JUL260645-45,yes,92,360,"82,86,88",True,True,3.64
KXBTC15M,KXBTC15M-26JUL260630-30,yes,95,180,"88,90,89",False,True,2.2
KXBTC15M,KXBTC15M-26JUL260615-15,no,93,360,"85,87,84",False,True,3.15
KXBTC15M,KXBTC15M-26JUL260530-30,yes,90,480,"85,82,86",False,True,4.65
KXBTC15M,KXBTC15M-26JUL260515-15,yes,90,180,"81,89,94",True,True,4.65
KXBTC15M,KXBTC15M-26JUL260300-00,yes,94,480,"86,87,85",False,True,2.67
KXBTC15M,KXBTC15M-26JUL260245-45,yes,95,480,"84,93,94",True,True,2.2
KXBTC15M,KXBTC15M-26JUL260145-45,no,93,240,"84,88,87",False,True,3.15
KXBTC15M,KXBTC15M-26JUL252015-15,yes,92,300,"87,92,91",False,True,3.64
KXBTC15M,KXBTC15M-26JUL251800-00,yes,90,600,"85,88,88",True,True,4.65
KXBTC15M,KXBTC15M-26JUL251745-45,yes,95,360,"94,96,96",True,True,2.2
KXBTC15M,KXBTC15M-26JUL251715-15,no,94,240,"81,83,87",True,True,2.67
KXBTC15M,KXBTC15M-26JUL251645-45,no,92,240,"91,92,92",True,True,3.64
KXBTC15M,KXBTC15M-26JUL251415-15,yes,91,480,"86,86,87",True,True,4.14
KXBTC15M,KXBTC15M-26JUL251400-00,no,94,240,"80,80,85",True,True,2.67
KXBTC15M,KXBTC15M-26JUL251045-45,yes,92,300,"87,88,90",True,True,3.64
KXBTC15M,KXBTC15M-26JUL250645-45,no,90,300,"91,94,89",False,True,4.65
KXBTC15M,KXBTC15M-26JUL250445-45,no,95,360,"85,92,94",True,True,2.2
KXBTC15M,KXBTC15M-26JUL250415-15,no,94,480,"86,89,85",False,True,2.67
KXBTC15M,KXBTC15M-26JUL250215-15,yes,93,240,"86,91,96",True,True,3.15
KXBTC15M,KXBTC15M-26JUL250030-30,no,90,180,"80,93,80",False,True,4.65
KXBTC15M,KXBTC15M-26JUL250000-00,no,90,360,"89,91,89",False,True,4.65
KXBTC15M,KXBTC15M-26JUL242200-00,no,95,240,"83,87,90",True,True,2.2
KXBTC15M,KXBTC15M-26JUL242145-45,yes,94,360,"90,87,89",False,True,2.67
KXBTC15M,KXBTC15M-26JUL242115-15,yes,92,480,"90,88,86",False,False,-45
KXBTC15M,KXBTC15M-26JUL242000-00,no,90,240,"81,85,92",True,True,4.65
KXBTC15M,KXBTC15M-26JUL241900-00,no,95,300,"86,86,89",True,True,2.2
KXBTC15M,KXBTC15M-26JUL241645-45,no,95,360,"83,82,88",False,True,2.2
KXBTC15M,KXBTC15M-26JUL241545-45,yes,92,240,"82,85,90",True,True,3.64
KXBTC15M,KXBTC15M-26JUL241530-30,yes,91,360,"84,88,91",True,True,4.14
KXBTC15M,KXBTC15M-26JUL241500-00,yes,93,480,"83,86,84",False,True,3.15
KXBTC15M,KXBTC15M-26JUL241430-30,no,90,240,"85,84,88",False,True,4.65
KXBTC15M,KXBTC15M-26JUL241030-30,no,95,420,"82,92,89",False,True,2.2
KXBTC15M,KXBTC15M-26JUL240930-30,yes,90,540,"85,89,88",False,True,4.65
KXBTC15M,KXBTC15M-26JUL240900-00,no,92,420,"88,89,88",False,True,3.64
KXBTC15M,KXBTC15M-26JUL240745-45,no,90,360,"87,82,89",False,True,4.65
KXBTC15M,KXBTC15M-26JUL240730-30,yes,90,300,"80,83,80",False,True,4.65
KXBTC15M,KXBTC15M-26JUL240715-15,yes,91,480,"81,81,92",True,True,4.14
KXBTC15M,KXBTC15M-26JUL240615-15,no,91,240,"80,88,96",True,True,4.14
KXBTC15M,KXBTC15M-26JUL240600-00,yes,95,240,"87,86,91",False,True,2.2
KXBTC15M,KXBTC15M-26JUL240530-30,no,92,240,"94,90,98",False,True,3.64
KXBTC15M,KXBTC15M-26JUL240415-15,no,91,480,"84,86,81",False,True,4.14
KXBTC15M,KXBTC15M-26JUL240315-15,yes,92,540,"89,92,87",False,True,3.64
KXBTC15M,KXBTC15M-26JUL240245-45,yes,94,300,"82,91,94",True,True,2.67
KXBTC15M,KXBTC15M-26JUL240230-30,yes,90,420,"95,93,96",False,True,4.65
KXBTC15M,KXBTC15M-26JUL240145-45,no,90,480,"85,82,90",False,True,4.65
KXBTC15M,KXBTC15M-26JUL232245-45,no,94,240,"97,97,99",True,True,2.67
KXBTC15M,KXBTC15M-26JUL232230-30,no,90,360,"86,90,92",True,True,4.65
KXBTC15M,KXBTC15M-26JUL232145-45,yes,95,240,"82,93,85",False,True,2.2
KXBTC15M,KXBTC15M-26JUL232115-15,yes,91,420,"90,90,90",True,True,4.14
KXBTC15M,KXBTC15M-26JUL232100-00,yes,93,540,"82,86,89",True,True,3.15
KXBTC15M,KXBTC15M-26JUL231945-45,yes,93,360,"82,84,81",False,True,3.15
KXBTC15M,KXBTC15M-26JUL231900-00,no,94,180,"95,96,84",False,True,2.67
KXBTC15M,KXBTC15M-26JUL231800-00,yes,94,420,"83,85,86",True,True,2.67
KXBTC15M,KXBTC15M-26JUL231615-15,yes,93,540,"81,87,89",True,True,3.15
KXBTC15M,KXBTC15M-26JUL231500-00,yes,93,480,"86,84,85",False,True,3.15
KXBTC15M,KXBTC15M-26JUL231030-30,yes,95,240,"89,84,85",False,True,2.2
KXBTC15M,KXBTC15M-26JUL230815-15,no,92,180,"92,97,99",True,True,3.64
KXBTC15M,KXBTC15M-26JUL230715-15,no,90,420,"80,90,81",False,True,4.65
KXBTC15M,KXBTC15M-26JUL230615-15,yes,95,300,"83,90,83",False,True,2.2
KXBTC15M,KXBTC15M-26JUL230515-15,yes,94,300,"86,85,89",False,True,2.67
KXBTC15M,KXBTC15M-26JUL230200-00,no,94,180,"96,99,97",False,True,2.67
KXBTC15M,KXBTC15M-26JUL230100-00,no,94,180,"82,80,84",False,True,2.67
KXBTC15M,KXBTC15M-26JUL230045-45,no,95,360,"82,87,88",True,True,2.2
KXBTC15M,KXBTC15M-26JUL222345-45,yes,94,180,"88,93,94",True,True,2.67
KXBTC15M,KXBTC15M-26JUL222315-15,no,94,420,"85,92,87",False,True,2.67
KXBTC15M,KXBTC15M-26JUL222130-30,no,91,540,"86,91,94",True,True,4.14
KXBTC15M,KXBTC15M-26JUL222115-15,yes,92,420,"90,96,89",False,False,-45
KXBTC15M,KXBTC15M-26JUL222000-00,yes,93,360,"82,86,89",True,True,3.15
KXBTC15M,KXBTC15M-26JUL221900-00,yes,94,360,"90,96,98",True,True,2.67
KXBTC15M,KXBTC15M-26JUL221845-45,no,92,420,"87,91,90",False,True,3.64
KXBTC15M,KXBTC15M-26JUL221045-45,yes,92,300,"98,96,88",False,True,3.64
KXBTC15M,KXBTC15M-26JUL221030-30,no,90,540,"83,85,86",True,True,4.65
KXBTC15M,KXBTC15M-26JUL220945-45,yes,95,360,"92,97,97",True,True,2.2
KXBTC15M,KXBTC15M-26JUL220930-30,no,92,240,"82,90,94",True,True,3.64
KXBTC15M,KXBTC15M-26JUL220845-45,no,90,360,"87,83,87",False,True,4.65
KXBTC15M,KXBTC15M-26JUL220800-00,yes,95,540,"94,95,95",True,True,2.2
KXBTC15M,KXBTC15M-26JUL220700-00,yes,91,600,"86,85,86",False,True,4.14
KXBTC15M,KXBTC15M-26JUL220630-30,yes,94,300,"89,88,86",False,True,2.67
KXBTC15M,KXBTC15M-26JUL220530-30,yes,94,480,"84,84,87",True,True,2.67
KXBTC15M,KXBTC15M-26JUL220345-45,no,93,480,"84,84,88",True,True,3.15
KXBTC15M,KXBTC15M-26JUL220245-45,yes,90,540,"83,83,88",True,True,4.65
KXBTC15M,KXBTC15M-26JUL220230-30,no,92,360,"86,81,90",False,True,3.64
KXBTC15M,KXBTC15M-26JUL220130-30,no,95,540,"88,88,90",True,True,2.2
KXBTC15M,KXBTC15M-26JUL220115-15,no,94,420,"90,93,95",True,True,2.67
KXBTC15M,KXBTC15M-26JUL220100-00,no,94,540,"86,83,86",False,True,2.67
KXBTC15M,KXBTC15M-26JUL220030-30,yes,92,300,"90,88,86",False,True,3.64
KXBTC15M,KXBTC15M-26JUL212345-45,no,95,300,"94,88,89",False,True,2.2
KXBTC15M,KXBTC15M-26JUL212330-30,yes,90,420,"81,88,94",True,True,4.65
KXBTC15M,KXBTC15M-26JUL212245-45,no,91,240,"97,97,97",True,True,4.14
KXBTC15M,KXBTC15M-26JUL212200-00,yes,93,600,"85,89,93",True,True,3.15
KXBTC15M,KXBTC15M-26JUL212100-00,no,91,360,"86,91,89",False,True,4.14
KXBTC15M,KXBTC15M-26JUL212015-15,yes,93,240,"91,95,94",False,True,3.15
KXBTC15M,KXBTC15M-26JUL211945-45,yes,91,360,"82,90,95",True,True,4.14
KXBTC15M,KXBTC15M-26JUL211930-30,yes,93,360,"90,86,86",False,True,3.15
KXBTC15M,KXBTC15M-26JUL211845-45,yes,91,360,"80,83,84",True,True,4.14
KXBTC15M,KXBTC15M-26JUL211830-30,no,93,420,"87,92,85",False,True,3.15
KXBTC15M,KXBTC15M-26JUL211815-15,no,90,180,"83,80,83",False,True,4.65
KXBTC15M,KXBTC15M-26JUL211730-30,no,91,360,"84,83,82",False,True,4.14
KXBTC15M,KXBTC15M-26JUL211715-15,no,91,300,"88,84,82",False,True,4.14
KXBTC15M,KXBTC15M-26JUL211645-45,yes,92,420,"84,91,88",False,True,3.64
KXBTC15M,KXBTC15M-26JUL211630-30,no,92,300,"85,88,94",True,True,3.64
KXBTC15M,KXBTC15M-26JUL211530-30,yes,91,540,"82,80,88",False,True,4.14
KXBTC15M,KXBTC15M-26JUL211515-15,yes,95,300,"84,81,83",False,False,-45
KXBTC15M,KXBTC15M-26JUL211045-45,yes,94,420,"87,85,89",False,True,2.67
KXBTC15M,KXBTC15M-26JUL210745-45,yes,90,300,"88,87,94",False,True,4.65
KXBTC15M,KXBTC15M-26JUL210545-45,yes,91,240,"95,96,96",True,True,4.14
KXBTC15M,KXBTC15M-26JUL210345-45,yes,91,360,"80,83,85",True,True,4.14
KXBTC15M,KXBTC15M-26JUL210245-45,yes,94,420,"82,88,95",True,True,2.67
KXBTC15M,KXBTC15M-26JUL210215-15,no,95,180,"84,92,97",True,True,2.2
KXBTC15M,KXBTC15M-26JUL210015-15,yes,95,420,"85,88,91",True,True,2.2
KXBTC15M,KXBTC15M-26JUL202245-45,yes,92,480,"81,85,85",True,True,3.64
KXBTC15M,KXBTC15M-26JUL202215-15,yes,93,180,"97,88,85",False,True,3.15
KXBTC15M,KXBTC15M-26JUL202200-00,no,94,300,"87,91,93",True,True,2.67
KXBTC15M,KXBTC15M-26JUL202130-30,no,91,480,"90,84,84",False,True,4.14
KXBTC15M,KXBTC15M-26JUL202030-30,yes,94,480,"80,93,92",False,True,2.67
KXBTC15M,KXBTC15M-26JUL201930-30,yes,92,600,"84,88,91",True,True,3.64
KXBTC15M,KXBTC15M-26JUL201915-15,yes,95,360,"82,82,91",True,True,2.2
KXBTC15M,KXBTC15M-26JUL201845-45,no,94,420,"93,91,88",False,True,2.67
KXBTC15M,KXBTC15M-26JUL201815-15,no,92,600,"82,85,89",True,True,3.64
KXBTC15M,KXBTC15M-26JUL201800-00,no,93,360,"86,84,88",False,True,3.15
KXBTC15M,KXBTC15M-26JUL201745-45,yes,94,540,"87,89,94",True,True,2.67
KXBTC15M,KXBTC15M-26JUL201645-45,yes,94,480,"88,90,88",False,True,2.67
KXBTC15M,KXBTC15M-26JUL201630-30,yes,93,300,"80,90,88",False,True,3.15
KXBTC15M,KXBTC15M-26JUL201400-00,yes,94,480,"80,88,89",True,True,2.67
KXBTC15M,KXBTC15M-26JUL200815-15,no,90,540,"91,96,93",False,True,4.65
KXBTC15M,KXBTC15M-26JUL200730-30,no,90,360,"80,83,89",True,True,4.65
KXBTC15M,KXBTC15M-26JUL200645-45,no,90,600,"83,87,84",False,True,4.65
KXBTC15M,KXBTC15M-26JUL200630-30,yes,94,240,"93,95,98",True,True,2.67
KXBTC15M,KXBTC15M-26JUL200530-30,yes,92,300,"84,88,94",True,True,3.64
KXBTC15M,KXBTC15M-26JUL200500-00,yes,90,420,"86,90,90",True,True,4.65
KXBTC15M,KXBTC15M-26JUL200430-30,no,93,240,"85,92,89",False,True,3.15
KXBTC15M,KXBTC15M-26JUL200400-00,yes,92,240,"80,94,93",False,True,3.64
KXBTC15M,KXBTC15M-26JUL200315-15,yes,92,420,"81,80,85",False,True,3.64
KXBTC15M,KXBTC15M-26JUL200300-00,yes,94,300,"86,82,86",False,True,2.67
KXBTC15M,KXBTC15M-26JUL200015-15,no,93,360,"84,86,90",True,True,3.15
KXBTC15M,KXBTC15M-26JUL192330-30,no,93,300,"87,92,97",True,True,3.15
KXBTC15M,KXBTC15M-26JUL192245-45,yes,92,480,"82,82,85",True,True,3.64
KXBTC15M,KXBTC15M-26JUL192230-30,no,94,480,"84,95,95",True,True,2.67
KXBTC15M,KXBTC15M-26JUL192215-15,yes,95,600,"86,95,92",False,True,2.2
KXBTC15M,KXBTC15M-26JUL192030-30,no,95,360,"84,92,97",True,True,2.2
KXBTC15M,KXBTC15M-26JUL191900-00,no,94,420,"85,91,90",False,True,2.67
KXBTC15M,KXBTC15M-26JUL191830-30,yes,92,420,"88,93,96",True,True,3.64
KXBTC15M,KXBTC15M-26JUL191745-45,no,95,300,"83,84,91",True,True,2.2
KXBTC15M,KXBTC15M-26JUL191730-30,no,92,540,"81,81,87",True,True,3.64
KXBTC15M,KXBTC15M-26JUL191415-15,no,90,360,"89,91,97",True,True,4.65
KXBTC15M,KXBTC15M-26JUL191045-45,yes,95,240,"88,92,89",False,True,2.2
KXBTC15M,KXBTC15M-26JUL191000-00,yes,94,420,"82,88,96",True,True,2.67
KXBTC15M,KXBTC15M-26JUL190915-15,no,93,480,"80,84,83",False,True,3.15
KXBTC15M,KXBTC15M-26JUL190845-45,yes,91,480,"82,84,89",True,True,4.14
KXBTC15M,KXBTC15M-26JUL190815-15,no,95,420,"81,88,92",True,True,2.2
KXBTC15M,KXBTC15M-26JUL190800-00,no,93,420,"80,87,93",True,True,3.15
KXBTC15M,KXBTC15M-26JUL190515-15,no,93,300,"80,81,83",True,True,3.15
KXBTC15M,KXBTC15M-26JUL190500-00,yes,94,480,"84,91,95",True,True,2.67
KXBTC15M,KXBTC15M-26JUL190400-00,no,94,360,"89,89,97",True,True,2.67
KXBTC15M,KXBTC15M-26JUL190200-00,yes,95,240,"94,97,96",False,True,2.2
KXBTC15M,KXBTC15M-26JUL190145-45,no,92,420,"83,88,89",True,True,3.64
KXBTC15M,KXBTC15M-26JUL190115-15,yes,91,420,"91,81,87",False,True,4.14
KXBTC15M,KXBTC15M-26JUL190000-00,yes,90,360,"82,85,85",True,True,4.65
KXBTC15M,KXBTC15M-26JUL182315-15,no,94,480,"81,83,87",True,True,2.67
KXBTC15M,KXBTC15M-26JUL182245-45,yes,94,480,"90,84,93",False,True,2.67
KXBTC15M,KXBTC15M-26JUL182230-30,no,95,540,"85,84,92",False,True,2.2
KXBTC15M,KXBTC15M-26JUL182215-15,yes,95,420,"81,89,97",True,True,2.2
KXBTC15M,KXBTC15M-26JUL181930-30,yes,93,540,"80,80,89",True,True,3.15
KXBTC15M,KXBTC15M-26JUL181745-45,no,92,300,"92,87,80",False,True,3.64
KXBTC15M,KXBTC15M-26JUL181645-45,no,91,360,"83,89,93",True,True,4.14
KXBTC15M,KXBTC15M-26JUL181630-30,yes,95,360,"88,92,97",True,True,2.2
KXBTC15M,KXBTC15M-26JUL181545-45,yes,92,360,"85,89,93",True,True,3.64
KXBTC15M,KXBTC15M-26JUL181430-30,yes,95,360,"91,80,88",False,True,2.2
KXBTC15M,KXBTC15M-26JUL180915-15,no,93,540,"85,83,90",False,True,3.15
KXBTC15M,KXBTC15M-26JUL180815-15,yes,95,420,"89,96,97",True,True,2.2
KXBTC15M,KXBTC15M-26JUL180500-00,yes,93,180,"80,84,88",True,True,3.15
KXBTC15M,KXBTC15M-26JUL180415-15,no,90,600,"89,86,84",False,True,4.65
KXBTC15M,KXBTC15M-26JUL180330-30,yes,93,180,"89,92,85",False,True,3.15
KXBTC15M,KXBTC15M-26JUL180245-45,no,92,480,"84,86,88",True,True,3.64
KXBTC15M,KXBTC15M-26JUL180230-30,yes,92,480,"84,85,86",True,True,3.64
KXBTC15M,KXBTC15M-26JUL180100-00,yes,93,180,"81,85,89",True,True,3.15
KXBTC15M,KXBTC15M-26JUL180045-45,no,91,300,"85,88,88",True,True,4.14
KXBTC15M,KXBTC15M-26JUL180030-30,no,94,240,"80,88,95",True,True,2.67
KXBTC15M,KXBTC15M-26JUL180015-15,no,90,180,"82,86,86",True,True,4.65
KXBTC15M,KXBTC15M-26JUL172145-45,no,93,540,"90,90,91",True,True,3.15
KXBTC15M,KXBTC15M-26JUL172045-45,no,91,420,"89,91,83",False,True,4.14
KXBTC15M,KXBTC15M-26JUL172015-15,no,95,180,"80,89,93",True,False,-45
KXBTC15M,KXBTC15M-26JUL171945-45,yes,92,480,"82,87,90",True,True,3.64
KXBTC15M,KXBTC15M-26JUL171930-30,yes,95,240,"92,90,97",False,True,2.2
KXBTC15M,KXBTC15M-26JUL171900-00,yes,92,300,"84,89,88",False,True,3.64
KXBTC15M,KXBTC15M-26JUL171830-30,no,94,300,"91,91,90",False,True,2.67
KXBTC15M,KXBTC15M-26JUL171745-45,no,95,480,"86,87,89",True,True,2.2
KXBTC15M,KXBTC15M-26JUL171715-15,yes,93,180,"87,86,86",False,True,3.15
KXBTC15M,KXBTC15M-26JUL171645-45,no,94,360,"87,89,91",True,False,-45
KXBTC15M,KXBTC15M-26JUL171615-15,no,90,540,"86,84,86",False,True,4.65
KXBTC15M,KXBTC15M-26JUL171545-45,yes,93,240,"89,89,85",False,True,3.15
KXBTC15M,KXBTC15M-26JUL171530-30,no,91,240,"85,82,91",False,True,4.14
KXBTC15M,KXBTC15M-26JUL171500-00,yes,95,540,"93,93,95",True,True,2.2
KXBTC15M,KXBTC15M-26JUL171445-45,yes,94,360,"80,85,82",False,True,2.67
KXBTC15M,KXBTC15M-26JUL171430-30,no,93,540,"85,86,87",True,True,3.15
KXBTC15M,KXBTC15M-26JUL171000-00,yes,95,480,"81,90,95",True,True,2.2
KXBTC15M,KXBTC15M-26JUL170945-45,no,95,420,"81,88,94",True,True,2.2
KXBTC15M,KXBTC15M-26JUL170930-30,yes,94,360,"90,88,93",False,True,2.67
KXBTC15M,KXBTC15M-26JUL170915-15,no,95,540,"83,86,90",True,True,2.2
KXBTC15M,KXBTC15M-26JUL170845-45,no,93,240,"83,81,95",False,True,3.15
KXBTC15M,KXBTC15M-26JUL170715-15,no,92,420,"84,82,89",False,True,3.64
KXBTC15M,KXBTC15M-26JUL170615-15,yes,94,600,"83,89,90",True,True,2.67
KXBTC15M,KXBTC15M-26JUL170600-00,no,92,300,"82,92,90",False,True,3.64
KXBTC15M,KXBTC15M-26JUL170530-30,no,90,480,"87,90,85",False,False,-45
KXBTC15M,KXBTC15M-26JUL170500-00,yes,95,480,"88,86,92",False,True,2.2
KXBTC15M,KXBTC15M-26JUL170430-30,no,93,600,"84,86,88",True,True,3.15
KXBTC15M,KXBTC15M-26JUL170215-15,yes,91,360,"89,93,90",False,False,-45
KXBTC15M,KXBTC15M-26JUL170200-00,no,90,540,"85,85,83",False,True,4.65
KXBTC15M,KXBTC15M-26JUL170145-45,no,93,420,"87,91,96",True,True,3.15
KXBTC15M,KXBTC15M-26JUL170130-30,no,91,360,"87,87,92",True,True,4.14
KXBTC15M,KXBTC15M-26JUL170115-15,no,90,540,"93,88,85",False,True,4.65
KXBTC15M,KXBTC15M-26JUL170015-15,no,92,420,"83,86,88",True,True,3.64
KXBTC15M,KXBTC15M-26JUL170000-00,no,92,420,"83,93,94",True,True,3.64
KXBTC15M,KXBTC15M-26JUL162330-30,yes,90,420,"85,85,83",False,True,4.65
KXBTC15M,KXBTC15M-26JUL162245-45,no,93,420,"81,80,90",False,True,3.15
KXBTC15M,KXBTC15M-26JUL162200-00,no,95,420,"91,95,96",True,True,2.2
KXBTC15M,KXBTC15M-26JUL162145-45,no,90,480,"81,92,92",True,True,4.65
KXBTC15M,KXBTC15M-26JUL162130-30,no,90,480,"82,87,92",True,True,4.65
KXBTC15M,KXBTC15M-26JUL162100-00,yes,92,300,"81,80,91",False,True,3.64
KXBTC15M,KXBTC15M-26JUL162045-45,no,90,540,"82,84,86",True,True,4.65
KXBTC15M,KXBTC15M-26JUL162015-15,no,93,300,"85,93,80",False,True,3.15
KXBTC15M,KXBTC15M-26JUL161845-45,yes,93,480,"91,88,91",False,True,3.15
KXBTC15M,KXBTC15M-26JUL161615-15,no,95,240,"85,96,96",True,True,2.2
KXBTC15M,KXBTC15M-26JUL161500-00,yes,95,540,"80,89,90",True,True,2.2
KXBTC15M,KXBTC15M-26JUL161445-45,no,93,360,"85,91,97",True,True,3.15
KXBTC15M,KXBTC15M-26JUL161000-00,yes,92,240,"91,94,84",False,True,3.64
KXBTC15M,KXBTC15M-26JUL160945-45,yes,91,420,"80,92,97",True,False,-45
KXBTC15M,KXBTC15M-26JUL160815-15,no,92,420,"90,93,90",False,True,3.64
KXBTC15M,KXBTC15M-26JUL160800-00,no,95,300,"85,83,89",False,True,2.2
KXBTC15M,KXBTC15M-26JUL160630-30,yes,95,360,"92,86,83",False,True,2.2
KXBTC15M,KXBTC15M-26JUL160530-30,no,92,180,"89,96,97",True,True,3.64
KXBTC15M,KXBTC15M-26JUL160115-15,yes,94,300,"87,92,91",False,True,2.67
KXBTC15M,KXBTC15M-26JUL160000-00,no,92,480,"90,93,90",False,True,3.64
KXBTC15M,KXBTC15M-26JUL152330-30,no,92,480,"88,91,89",False,True,3.64
KXBTC15M,KXBTC15M-26JUL152145-45,yes,94,420,"83,90,93",True,True,2.67
KXBTC15M,KXBTC15M-26JUL152130-30,no,93,540,"90,94,94",True,True,3.15
KXBTC15M,KXBTC15M-26JUL152115-15,yes,90,240,"86,90,92",True,True,4.65
KXBTC15M,KXBTC15M-26JUL152045-45,no,94,240,"85,86,91",True,True,2.67
KXBTC15M,KXBTC15M-26JUL152030-30,no,90,480,"89,91,91",True,True,4.65
KXBTC15M,KXBTC15M-26JUL151915-15,yes,93,240,"87,83,91",False,True,3.15
KXBTC15M,KXBTC15M-26JUL151745-45,no,91,240,"80,91,94",True,True,4.14
KXBTC15M,KXBTC15M-26JUL151630-30,yes,92,420,"87,90,95",True,True,3.64
