series,ticker,side,ask,secs_left,prior_asks,accel,won,profit
KXSOL15M,KXSOL15M-26JUL191730-30,no,95,600,"86,89,90",True,True,2.2
KXSOL15M,KXSOL15M-26JUL191445-45,yes,90,360,"81,91,87",False,True,4.65
KXSOL15M,KXSOL15M-26JUL191045-45,yes,91,480,"80,93,82",False,True,4.14
KXSOL15M,KXSOL15M-26JUL191015-15,yes,92,420,"92,91,93",False,True,3.64
KXSOL15M,KXSOL15M-26JUL190900-00,no,91,540,"82,87,90",True,True,4.14
KXSOL15M,KXSOL15M-26JUL190845-45,yes,92,480,"85,88,91",True,True,3.64
KXSOL15M,KXSOL15M-26JUL190800-00,no,95,360,"84,93,92",False,True,2.2
KXSOL15M,KXSOL15M-26JUL190730-30,yes,94,480,"82,90,90",True,True,2.67
KXSOL15M,KXSOL15M-26JUL190700-00,yes,92,360,"82,85,89",True,True,3.64
KXSOL15M,KXSOL15M-26JUL190645-45,yes,95,240,"85,80,85",False,True,2.2
KXSOL15M,KXSOL15M-26JUL190430-30,no,94,480,"88,86,91",False,True,2.67
KXSOL15M,KXSOL15M-26JUL190415-15,yes,92,300,"90,93,93",True,True,3.64
KXSOL15M,KXSOL15M-26JUL190400-00,no,94,300,"82,93,96",True,True,2.67
KXSOL15M,KXSOL15M-26JUL190330-30,yes,91,420,"80,86,94",True,True,4.14
KXSOL15M,KXSOL15M-26JUL190300-00,yes,92,420,"89,92,93",True,True,3.64
KXSOL15M,KXSOL15M-26JUL190200-00,yes,94,300,"96,96,96",True,True,2.67
KXSOL15M,KXSOL15M-26JUL190145-45,no,91,420,"88,91,92",True,True,4.14
KXSOL15M,KXSOL15M-26JUL190130-30,no,94,240,"94,95,97",True,True,2.67
KXSOL15M,KXSOL15M-26JUL190115-15,yes,92,240,"80,83,86",True,True,3.64
KXSOL15M,KXSOL15M-26JUL190100-00,no,92,180,"81,82,89",True,True,3.64
KXSOL15M,KXSOL15M-26JUL190015-15,no,93,300,"88,94,94",True,True,3.15
KXSOL15M,KXSOL15M-26JUL182330-30,no,94,420,"85,84,95",False,True,2.67
KXSOL15M,KXSOL15M-26JUL182315-15,no,94,300,"88,90,92",True,True,2.67
KXSOL15M,KXSOL15M-26JUL182245-45,yes,94,600,"82,90,96",True,True,2.67
KXSOL15M,KXSOL15M-26JUL182230-30,no,92,360,"85,93,95",True,True,3.64
KXSOL15M,KXSOL15M-26JUL182200-00,yes,95,480,"82,85,90",True,True,2.2
KXSOL15M,KXSOL15M-26JUL182145-45,no,94,300,"87,92,90",False,True,2.67
KXSOL15M,KXSOL15M-26JUL182115-15,yes,94,240,"89,94,91",False,True,2.67
KXSOL15M,KXSOL15M-26JUL182100-00,yes,92,180,"88,89,80",False,True,3.64
KXSOL15M,KXSOL15M-26JUL181930-30,yes,95,540,"81,82,91",True,True,2.2
KXSOL15M,KXSOL15M-26JUL181800-00,yes,95,240,"89,94,96",True,True,2.2
KXSOL15M,KXSOL15M-26JUL181745-45,no,91,300,"89,87,82",False,True,4.14
KXSOL15M,KXSOL15M-26JUL181545-45,yes,93,360,"84,86,92",True,True,3.15
KXSOL15M,KXSOL15M-26JUL181530-30,yes,90,480,"83,85,88",True,True,4.65
KXSOL15M,KXSOL15M-26JUL181500-00,yes,92,180,"87,83,88",False,True,3.64
KXSOL15M,KXSOL15M-26JUL181445-45,no,91,600,"80,87,87",True,True,4.14
KXSOL15M,KXSOL15M-26JUL180930-30,no,90,360,"92,92,85",False,True,4.65
KXSOL15M,KXSOL15M-26JUL180915-15,no,92,540,"87,81,86",False,True,3.64
KXSOL15M,KXSOL15M-26JUL180900-00,yes,90,360,"88,83,85",False,True,4.65
KXSOL15M,KXSOL15M-26JUL180830-30,no,93,540,"88,91,90",False,True,3.15
KXSOL15M,KXSOL15M-26JUL180815-15,yes,92,600,"84,88,90",True,True,3.64
KXSOL15M,KXSOL15M-26JUL180745-45,no,90,540,"80,84,85",True,True,4.65
KXSOL15M,KXSOL15M-26JUL180715-15,yes,94,360,"80,88,92",True,True,2.67
KXSOL15M,KXSOL15M-26JUL180615-15,yes,94,180,"91,83,97",False,True,2.67
KXSOL15M,KXSOL15M-26JUL180515-15,no,93,180,"92,99,92",False,True,3.15
KXSOL15M,KXSOL15M-26JUL180415-15,no,91,600,"92,92,91",False,True,4.14
KXSOL15M,KXSOL15M-26JUL180400-00,no,91,420,"85,82,88",False,True,4.14
KXSOL15M,KXSOL15M-26JUL180330-30,yes,95,180,"87,89,92",True,True,2.2
KXSOL15M,KXSOL15M-26JUL180100-00,yes,92,180,"92,92,87",False,True,3.64
KXSOL15M,KXSOL15M-26JUL180030-30,no,92,360,"86,87,91",True,True,3.64
KXSOL15M,KXSOL15M-26JUL180015-15,no,95,300,"84,83,88",False,True,2.2
KXSOL15M,KXSOL15M-26JUL172300-00,no,91,360,"91,86,90",False,True,4.14
KXSOL15M,KXSOL15M-26JUL172230-30,yes,92,360,"82,87,92",True,True,3.64
KXSOL15M,KXSOL15M-26JUL172145-45,no,94,540,"86,90,92",True,True,2.67
KXSOL15M,KXSOL15M-26JUL172045-45,no,90,420,"86,91,80",False,True,4.65
KXSOL15M,KXSOL15M-26JUL171945-45,yes,95,540,"87,92,92",True,True,2.2
KXSOL15M,KXSOL15M-26JUL171915-15,no,91,480,"84,86,88",True,True,4.14
KXSOL15M,KXSOL15M-26JUL171900-00,yes,90,420,"86,86,82",False,True,4.65
KXSOL15M,KXSOL15M-26JUL171745-45,no,95,600,"80,88,94",True,True,2.2
KXSOL15M,KXSOL15M-26JUL171715-15,yes,91,420,"87,84,88",False,True,4.14
KXSOL15M,KXSOL15M-26JUL171645-45,no,93,360,"82,84,86",True,True,3.15
KXSOL15M,KXSOL15M-26JUL171615-15,no,94,600,"90,89,92",False,True,2.67
KXSOL15M,KXSOL15M-26JUL171530-30,no,95,300,"85,91,84",False,True,2.2
KXSOL15M,KXSOL15M-26JUL171500-00,yes,95,540,"92,92,96",True,True,2.2
KXSOL15M,KXSOL15M-26JUL171430-30,no,95,360,"96,96,98",True,True,2.2
KXSOL15M,KXSOL15M-26JUL170945-45,no,94,240,"95,95,97",True,True,2.67
KXSOL15M,KXSOL15M-26JUL170815-15,no,92,420,"82,88,89",True,True,3.64
KXSOL15M,KXSOL15M-26JUL170715-15,no,94,180,"88,94,96",True,True,2.67
KXSOL15M,KXSOL15M-26JUL170645-45,yes,95,180,"85,88,93",True,True,2.2
KXSOL15M,KXSOL15M-26JUL170630-30,no,95,300,"85,81,82",False,True,2.2
KXSOL15M,KXSOL15M-26JUL170615-15,yes,90,240,"92,87,97",False,True,4.65
KXSOL15M,KXSOL15M-26JUL170430-30,no,93,600,"89,90,91",True,True,3.15
KXSOL15M,KXSOL15M-26JUL170215-15,yes,92,420,"85,92,94",True,True,3.64
KXSOL15M,KXSOL15M-26JUL170200-00,no,90,540,"91,88,86",False,True,4.65
KXSOL15M,KXSOL15M-26JUL170130-30,no,91,360,"87,82,89",False,True,4.14
KXSOL15M,KXSOL15M-26JUL170115-15,no,92,360,"91,93,87",False,True,3.64
KXSOL15M,KXSOL15M-26JUL170100-00,yes,93,420,"82,81,85",False,True,3.15
KXSOL15M,KXSOL15M-26JUL170030-30,no,95,540,"86,82,94",False,True,2.2
KXSOL15M,KXSOL15M-26JUL170015-15,no,91,420,"83,87,89",True,True,4.14
KXSOL15M,KXSOL15M-26JUL170000-00,no,95,240,"86,88,89",True,True,2.2
KXSOL15M,KXSOL15M-26JUL162245-45,no,94,420,"83,80,88",False,True,2.67
KXSOL15M,KXSOL15M-26JUL162145-45,no,90,420,"91,94,94",True,True,4.65
KXSOL15M,KXSOL15M-26JUL162130-30,no,92,480,"85,89,94",True,True,3.64
KXSOL15M,KXSOL15M-26JUL162115-15,yes,95,240,"85,97,97",True,True,2.2
KXSOL15M,KXSOL15M-26JUL162100-00,yes,95,420,"81,89,90",True,True,2.2
KXSOL15M,KXSOL15M-26JUL162045-45,no,90,420,"88,91,96",True,True,4.65
KXSOL15M,KXSOL15M-26JUL162030-30,yes,90,240,"83,94,91",False,True,4.65
KXSOL15M,KXSOL15M-26JUL162000-00,yes,95,300,"83,80,89",False,True,2.2
KXSOL15M,KXSOL15M-26JUL161930-30,no,94,480,"84,90,90",True,True,2.67
KXSOL15M,KXSOL15M-26JUL161845-45,yes,90,480,"94,86,88",False,True,4.65
KXSOL15M,KXSOL15M-26JUL161745-45,yes,95,360,"82,87,89",True,True,2.2
KXSOL15M,KXSOL15M-26JUL161715-15,yes,94,300,"92,93,89",False,True,2.67
KXSOL15M,KXSOL15M-26JUL161545-45,yes,94,180,"92,86,81",False,True,2.67
KXSOL15M,KXSOL15M-26JUL161500-00,yes,90,360,"90,95,87",False,True,4.65
KXSOL15M,KXSOL15M-26JUL161430-30,yes,90,300,"85,80,81",False,True,4.65
KXSOL15M,KXSOL15M-26JUL160900-00,yes,92,420,"83,86,82",False,True,3.64
KXSOL15M,KXSOL15M-26JUL160815-15,no,91,360,"86,82,86",False,True,4.14
KXSOL15M,KXSOL15M-26JUL160715-15,no,91,420,"81,92,89",False,True,4.14
KXSOL15M,KXSOL15M-26JUL160130-30,yes,91,540,"80,90,88",False,True,4.14
KXSOL15M,KXSOL15M-26JUL160100-00,no,90,540,"85,88,90",True,True,4.65
KXSOL15M,KXSOL15M-26JUL160030-30,no,95,480,"80,87,87",True,True,2.2
KXSOL15M,KXSOL15M-26JUL160000-00,no,93,480,"88,93,92",False,True,3.15
KXSOL15M,KXSOL15M-26JUL152330-30,no,91,480,"91,92,88",False,True,4.14
KXSOL15M,KXSOL15M-26JUL152200-00,yes,93,600,"80,88,91",True,True,3.15
KXSOL15M,KXSOL15M-26JUL152115-15,yes,93,420,"83,87,82",False,True,3.15
KXSOL15M,KXSOL15M-26JUL152030-30,no,93,600,"82,86,93",True,True,3.15
KXSOL15M,KXSOL15M-26JUL151745-45,no,95,360,"80,82,86",True,True,2.2
KXSOL15M,KXSOL15M-26JUL151600-00,no,94,300,"88,89,89",True,True,2.67
KXSOL15M,KXSOL15M-26JUL151015-15,yes,93,360,"85,92,92",True,True,3.15
KXSOL15M,KXSOL15M-26JUL150915-15,yes,95,540,"90,94,94",True,True,2.2
KXSOL15M,KXSOL15M-26JUL150830-30,no,93,300,"85,90,90",True,True,3.15
KXSOL15M,KXSOL15M-26JUL150815-15,no,95,300,"99,90,96",False,True,2.2
KXSOL15M,KXSOL15M-26JUL150745-45,yes,95,300,"90,87,90",False,True,2.2
KXSOL15M,KXSOL15M-26JUL150715-15,yes,94,180,"87,95,95",True,True,2.67
KXSOL15M,KXSOL15M-26JUL150500-00,yes,91,240,"85,90,95",True,True,4.14
KXSOL15M,KXSOL15M-26JUL150430-30,no,91,180,"95,86,92",False,True,4.14
KXSOL15M,KXSOL15M-26JUL150400-00,no,94,300,"89,92,94",True,True,2.67
KXSOL15M,KXSOL15M-26JUL150245-45,yes,95,480,"94,97,97",True,True,2.2
KXSOL15M,KXSOL15M-26JUL150145-45,yes,93,480,"80,90,84",False,True,3.15
KXSOL15M,KXSOL15M-26JUL150000-00,yes,90,300,"96,96,81",False,True,4.65
KXSOL15M,KXSOL15M-26JUL142345-45,yes,92,420,"97,96,96",False,True,3.64
KXSOL15M,KXSOL15M-26JUL142200-00,no,95,420,"81,92,97",True,True,2.2
KXSOL15M,KXSOL15M-26JUL142045-45,no,90,360,"83,82,87",False,True,4.65
KXSOL15M,KXSOL15M-26JUL142030-30,no,93,240,"86,81,82",False,True,3.15
KXSOL15M,KXSOL15M-26JUL141930-30,no,90,480,"87,82,87",False,True,4.65
KXSOL15M,KXSOL15M-26JUL141845-45,yes,95,480,"93,97,94",False,True,2.2
KXSOL15M,KXSOL15M-26JUL141800-00,no,92,240,"88,89,83",False,True,3.64
KXSOL15M,KXSOL15M-26JUL141615-15,no,90,420,"80,87,88",True,True,4.65
KXSOL15M,KXSOL15M-26JUL141545-45,no,90,540,"80,81,85",True,True,4.65
KXSOL15M,KXSOL15M-26JUL140915-15,no,93,300,"84,87,91",True,True,3.15
KXSOL15M,KXSOL15M-26JUL140700-00,yes,95,540,"85,81,92",False,True,2.2
KXSOL15M,KXSOL15M-26JUL140630-30,no,94,360,"84,83,90",False,True,2.67
KXSOL15M,KXSOL15M-26JUL140615-15,yes,95,360,"88,97,96",False,True,2.2
KXSOL15M,KXSOL15M-26JUL140545-45,no,94,300,"98,99,99",True,True,2.67
KXSOL15M,KXSOL15M-26JUL140430-30,yes,91,420,"82,84,84",True,True,4.14
KXSOL15M,KXSOL15M-26JUL140215-15,no,94,240,"96,98,98",True,True,2.67
KXSOL15M,KXSOL15M-26JUL140045-45,yes,95,240,"97,96,98",False,True,2.2
KXSOL15M,KXSOL15M-26JUL140000-00,yes,91,360,"83,86,84",False,True,4.14
KXSOL15M,KXSOL15M-26JUL132100-00,yes,92,540,"80,81,87",True,True,3.64
KXSOL15M,KXSOL15M-26JUL132000-00,yes,91,600,"84,90,94",True,True,4.14
KXSOL15M,KXSOL15M-26JUL131815-15,yes,90,540,"85,84,81",False,True,4.65
KXSOL15M,KXSOL15M-26JUL131645-45,no,90,300,"88,85,92",False,True,4.65
KXSOL15M,KXSOL15M-26JUL131630-30,no,95,420,"92,97,98",True,True,2.2
KXSOL15M,KXSOL15M-26JUL131545-45,yes,94,540,"85,87,94",True,True,2.67
KXSOL15M,KXSOL15M-26JUL131430-30,yes,95,180,"82,88,91",True,True,2.2
KXSOL15M,KXSOL15M-26JUL131415-15,yes,90,420,"81,91,88",False,True,4.65
KXSOL15M,KXSOL15M-26JUL131400-00,no,95,420,"82,88,95",True,True,2.2
KXSOL15M,KXSOL15M-26JUL130930-30,no,90,180,"80,80,82",True,True,4.65
KXSOL15M,KXSOL15M-26JUL130500-00,yes,94,360,"92,92,96",True,True,2.67
KXSOL15M,KXSOL15M-26JUL130100-00,yes,92,480,"84,82,89",False,False,-45
KXSOL15M,KXSOL15M-26JUL130030-30,yes,95,420,"84,90,89",False,True,2.2
KXSOL15M,KXSOL15M-26JUL122100-00,yes,90,540,"85,84,83",False,True,4.65
KXSOL15M,KXSOL15M-26JUL121815-15,no,95,540,"85,91,92",True,True,2.2
KXSOL15M,KXSOL15M-26JUL121800-00,no,90,360,"84,90,88",False,True,4.65
KXSOL15M,KXSOL15M-26JUL121715-15,yes,93,540,"88,90,93",True,True,3.15
KXSOL15M,KXSOL15M-26JUL121615-15,no,91,360,"81,91,85",False,True,4.14
KXSOL15M,KXSOL15M-26JUL121545-45,no,90,540,"83,86,90",True,True,4.65
KXSOL15M,KXSOL15M-26JUL121045-45,yes,91,480,"81,90,88",False,True,4.14
KXSOL15M,KXSOL15M-26JUL120915-15,yes,94,420,"92,91,91",False,True,2.67
KXSOL15M,KXSOL15M-26JUL120815-15,no,92,600,"81,87,91",True,False,-45
KXSOL15M,KXSOL15M-26JUL120800-00,yes,91,540,"83,83,85",True,True,4.14
KXSOL15M,KXSOL15M-26JUL120745-45,yes,94,420,"88,93,95",True,True,2.67
KXSOL15M,KXSOL15M-26JUL120730-30,yes,92,480,"87,91,90",False,True,3.64
KXSOL15M,KXSOL15M-26JUL120545-45,yes,93,480,"88,85,87",False,True,3.15
KXSOL15M,KXSOL15M-26JUL120330-30,yes,94,300,"94,91,93",False,True,2.67
KXSOL15M,KXSOL15M-26JUL120215-15,no,93,540,"92,91,91",False,True,3.15
KXSOL15M,KXSOL15M-26JUL120100-00,no,95,420,"90,91,95",True,True,2.2
KXSOL15M,KXSOL15M-26JUL120045-45,no,95,480,"85,90,97",True,True,2.2
KXSOL15M,KXSOL15M-26JUL112300-00,yes,95,240,"84,89,87",False,True,2.2
KXSOL15M,KXSOL15M-26JUL112130-30,yes,91,480,"80,93,88",False,True,4.14
KXSOL15M,KXSOL15M-26JUL112045-45,no,92,480,"82,83,86",True,True,3.64
KXSOL15M,KXSOL15M-26JUL111800-00,yes,94,480,"90,86,96",False,True,2.67
KXSOL15M,KXSOL15M-26JUL111715-15,yes,91,420,"86,85,88",False,True,4.14
KXSOL15M,KXSOL15M-26JUL111545-45,yes,91,300,"89,91,92",True,True,4.14
KXSOL15M,KXSOL15M-26JUL111430-30,yes,90,360,"85,89,82",False,True,4.65
KXSOL15M,KXSOL15M-26JUL111400-00,no,95,180,"81,82,86",True,True,2.2
KXSOL15M,KXSOL15M-26JUL111030-30,yes,95,420,"83,82,90",False,True,2.2
KXSOL15M,KXSOL15M-26JUL110930-30,yes,92,420,"85,90,87",False,True,3.64
KXSOL15M,KXSOL15M-26JUL110830-30,no,91,180,"86,88,84",False,True,4.14
KXSOL15M,KXSOL15M-26JUL110745-45,yes,93,240,"86,90,87",False,True,3.15
KXSOL15M,KXSOL15M-26JUL110700-00,yes,92,480,"82,83,86",True,True,3.64
KXSOL15M,KXSOL15M-26JUL110630-30,no,92,600,"85,83,83",False,False,-45
KXSOL15M,KXSOL15M-26JUL110600-00,no,90,480,"87,85,84",False,True,4.65
KXSOL15M,KXSOL15M-26JUL110545-45,no,92,480,"87,89,90",True,True,3.64
KXSOL15M,KXSOL15M-26JUL110515-15,yes,91,540,"85,91,90",False,False,-45
KXSOL15M,KXSOL15M-26JUL110315-15,no,92,240,"88,92,93",True,True,3.64
KXSOL15M,KXSOL15M-26JUL110245-45,yes,93,420,"86,92,93",True,True,3.15
KXSOL15M,KXSOL15M-26JUL110230-30,yes,95,420,"83,84,85",True,True,2.2
KXSOL15M,KXSOL15M-26JUL110215-15,no,91,180,"82,84,85",True,True,4.14
KXSOL15M,KXSOL15M-26JUL110145-45,yes,94,480,"80,80,90",True,True,2.67
KXSOL15M,KXSOL15M-26JUL110130-30,yes,94,300,"83,83,90",True,True,2.67
KXSOL15M,KXSOL15M-26JUL110100-00,no,93,240,"88,93,95",True,True,3.15
KXSOL15M,KXSOL15M-26JUL110045-45,yes,92,480,"80,83,84",True,True,3.64
KXSOL15M,KXSOL15M-26JUL102115-15,no,95,240,"88,84,90",False,True,2.2
KXSOL15M,KXSOL15M-26JUL102100-00,no,92,540,"82,83,92",True,True,3.64
KXSOL15M,KXSOL15M-26JUL102045-45,no,95,480,"80,81,93",True,True,2.2
KXSOL15M,KXSOL15M-26JUL101915-15,no,92,540,"87,84,87",False,True,3.64
KXSOL15M,KXSOL15M-26JUL101815-15,yes,95,300,"85,86,92",True,True,2.2
KXSOL15M,KXSOL15M-26JUL101745-45,yes,92,300,"85,94,87",False,True,3.64
KXSOL15M,KXSOL15M-26JUL101645-45,yes,93,360,"89,91,91",True,True,3.15
KXSOL15M,KXSOL15M-26JUL101545-45,yes,91,540,"81,84,83",False,True,4.14
KXSOL15M,KXSOL15M-26JUL101500-00,no,95,240,"88,95,97",True,False,-45
KXSOL15M,KXSOL15M-26JUL101415-15,yes,90,480,"82,81,92",False,True,4.65
KXSOL15M,KXSOL15M-26JUL101015-15,no,94,480,"83,92,93",True,True,2.67
KXSOL15M,KXSOL15M-26JUL101000-00,yes,92,240,"95,88,89",False,True,3.64
KXSOL15M,KXSOL15M-26JUL100830-30,no,90,420,"80,89,90",True,True,4.65
KXSOL15M,KXSOL15M-26JUL100645-45,no,92,300,"85,93,94",True,True,3.64
KXSOL15M,KXSOL15M-26JUL100600-00,no,94,240,"86,88,81",False,True,2.67
KXSOL15M,KXSOL15M-26JUL100545-45,yes,90,420,"80,84,87",True,True,4.65
KXSOL15M,KXSOL15M-26JUL100530-30,yes,95,480,"84,84,89",True,True,2.2
KXSOL15M,KXSOL15M-26JUL100430-30,yes,95,600,"92,96,95",False,True,2.2
KXSOL15M,KXSOL15M-26JUL100230-30,no,92,420,"88,92,87",False,True,3.64
KXSOL15M,KXSOL15M-26JUL100145-45,yes,91,480,"87,87,85",False,True,4.14
KXSOL15M,KXSOL15M-26JUL100045-45,yes,90,300,"87,92,89",False,True,4.65
KXSOL15M,KXSOL15M-26JUL100015-15,yes,92,300,"86,84,86",False,True,3.64
KXSOL15M,KXSOL15M-26JUL092315-15,no,91,420,"89,91,93",True,True,4.14
KXSOL15M,KXSOL15M-26JUL092300-00,yes,90,300,"88,84,84",False,True,4.65
KXSOL15M,KXSOL15M-26JUL092200-00,yes,95,540,"81,98,95",False,True,2.2
KXSOL15M,KXSOL15M-26JUL092130-30,yes,90,420,"91,95,85",False,True,4.65
KXSOL15M,KXSOL15M-26JUL092000-00,yes,91,180,"82,94,91",False,False,-45
KXSOL15M,KXSOL15M-26JUL091930-30,no,91,600,"82,86,93",True,False,-45
KXSOL15M,KXSOL15M-26JUL091900-00,no,90,360,"83,82,85",False,True,4.65
KXSOL15M,KXSOL15M-26JUL091800-00,yes,91,360,"81,81,86",True,True,4.14
KXSOL15M,KXSOL15M-26JUL091700-00,no,94,420,"88,84,84",False,True,2.67
KXSOL15M,KXSOL15M-26JUL091545-45,yes,94,180,"81,91,88",False,True,2.67
KXSOL15M,KXSOL15M-26JUL091030-30,no,93,540,"82,83,85",True,True,3.15
KXSOL15M,KXSOL15M-26JUL091000-00,yes,95,180,"97,97,97",True,True,2.2
KXSOL15M,KXSOL15M-26JUL090915-15,yes,91,600,"83,87,91",True,True,4.14
KXSOL15M,KXSOL15M-26JUL090815-15,yes,92,180,"90,90,82",False,True,3.64
KXSOL15M,KXSOL15M-26JUL090730-30,no,95,600,"90,92,90",False,True,2.2
KXSOL15M,KXSOL15M-26JUL090700-00,no,95,540,"88,93,95",True,True,2.2
KXSOL15M,KXSOL15M-26JUL090600-00,yes,94,540,"81,86,85",False,True,2.67
KXSOL15M,KXSOL15M-26JUL090515-15,no,94,180,"93,91,97",False,True,2.67
KXSOL15M,KXSOL15M-26JUL090130-30,no,95,420,"82,88,93",True,True,2.2
KXSOL15M,KXSOL15M-26JUL082345-45,yes,95,540,"87,92,91",False,True,2.2
KXSOL15M,KXSOL15M-26JUL082245-45,no,95,420,"94,97,97",True,True,2.2
KXSOL15M,KXSOL15M-26JUL082230-30,no,92,240,"81,80,84",False,True,3.64
KXSOL15M,KXSOL15M-26JUL082145-45,no,90,480,"82,89,89",True,True,4.65
KXSOL15M,KXSOL15M-26JUL081715-15,no,92,180,"94,95,98",True,True,3.64
KXSOL15M,KXSOL15M-26JUL081545-45,yes,94,420,"80,90,91",True,True,2.67
KXSOL15M,KXSOL15M-26JUL081015-15,no,93,240,"83,86,83",False,True,3.15
KXSOL15M,KXSOL15M-26JUL081000-00,no,91,420,"80,88,83",False,False,-45
KXSOL15M,KXSOL15M-26JUL080945-45,yes,93,540,"88,88,91",True,True,3.15
KXSOL15M,KXSOL15M-26JUL080930-30,no,95,360,"84,90,91",True,True,2.2
KXSOL15M,KXSOL15M-26JUL080915-15,no,95,240,"98,97,85",False,True,2.2
KXSOL15M,KXSOL15M-26JUL080845-45,no,91,360,"89,87,89",False,True,4.14
KXSOL15M,KXSOL15M-26JUL080745-45,yes,94,180,"81,83,89",True,True,2.67
KXSOL15M,KXSOL15M-26JUL080730-30,no,95,240,"82,93,92",False,True,2.2
KXSOL15M,KXSOL15M-26JUL080545-45,yes,93,600,"81,90,91",True,True,3.15
KXSOL15M,KXSOL15M-26JUL080530-30,no,93,480,"88,88,83",False,True,3.15
KXSOL15M,KXSOL15M-26JUL080500-00,yes,94,600,"87,95,95",True,True,2.67
KXSOL15M,KXSOL15M-26JUL080400-00,yes,92,180,"88,97,94",False,True,3.64
KXSOL15M,KXSOL15M-26JUL080315-15,no,91,540,"87,86,86",False,True,4.14
KXSOL15M,KXSOL15M-26JUL080100-00,no,91,420,"93,92,83",False,True,4.14
KXSOL15M,KXSOL15M-26JUL080045-45,no,92,180,"97,98,87",False,True,3.64
KXSOL15M,KXSOL15M-26JUL072345-45,no,90,540,"80,90,91",True,True,4.65
KXSOL15M,KXSOL15M-26JUL072245-45,no,94,240,"96,98,98",True,True,2.67
KXSOL15M,KXSOL15M-26JUL072130-30,no,93,600,"81,89,91",True,True,3.15
KXSOL15M,KXSOL15M-26JUL072100-00,no,95,300,"96,97,96",False,True,2.2
KXSOL15M,KXSOL15M-26JUL072045-45,no,92,480,"80,83,93",True,True,3.64
KXSOL15M,KXSOL15M-26JUL072015-15,yes,91,420,"83,91,93",True,True,4.14
KXSOL15M,KXSOL15M-26JUL071945-45,no,93,480,"82,84,88",True,True,3.15
KXSOL15M,KXSOL15M-26JUL071930-30,yes,94,420,"90,84,84",False,True,2.67
KXSOL15M,KXSOL15M-26JUL071915-15,yes,92,300,"93,93,96",True,True,3.64
KXSOL15M,KXSOL15M-26JUL071800-00,yes,94,420,"97,96,96",False,True,2.67
KXSOL15M,KXSOL15M-26JUL071700-00,no,92,360,"81,81,84",True,True,3.64
KXSOL15M,KXSOL15M-26JUL071645-45,no,94,180,"86,97,89",False,True,2.67
KXSOL15M,KXSOL15M-26JUL071545-45,yes,95,420,"92,85,88",False,True,2.2
KXSOL15M,KXSOL15M-26JUL071000-00,yes,95,600,"91,82,92",False,False,-45
KXSOL15M,KXSOL15M-26JUL070900-00,no,91,540,"82,91,92",True,True,4.14
KXSOL15M,KXSOL15M-26JUL070800-00,yes,92,600,"87,80,87",False,True,3.64
KXSOL15M,KXSOL15M-26JUL070730-30,yes,95,360,"82,85,97",True,True,2.2
KXSOL15M,KXSOL15M-26JUL070615-15,yes,90,420,"89,89,89",True,True,4.65
KXSOL15M,KXSOL15M-26JUL070430-30,yes,92,240,"83,86,86",True,True,3.64
KXSOL15M,KXSOL15M-26JUL070415-15,no,95,240,"97,96,97",False,True,2.2
KXSOL15M,KXSOL15M-26JUL070230-30,yes,94,300,"85,89,91",True,True,2.67
KXSOL15M,KXSOL15M-26JUL070215-15,no,93,360,"84,89,92",True,True,3.15
KXSOL15M,KXSOL15M-26JUL070145-45,yes,95,600,"88,95,95",True,True,2.2
KXSOL15M,KXSOL15M-26JUL070045-45,no,95,240,"96,92,96",False,True,2.2
KXSOL15M,KXSOL15M-26JUL070015-15,no,91,240,"86,89,80",False,True,4.14
KXSOL15M,KXSOL15M-26JUL062245-45,no,90,480,"82,89,88",False,True,4.65
KXSOL15M,KXSOL15M-26JUL061930-30,no,95,540,"84,90,87",False,True,2.2
KXSOL15M,KXSOL15M-26JUL061845-45,yes,94,300,"85,89,84",False,True,2.67
KXSOL15M,KXSOL15M-26JUL061815-15,no,93,300,"83,87,89",True,True,3.15
KXSOL15M,KXSOL15M-26JUL061800-00,yes,93,300,"95,95,98",True,True,3.15
KXSOL15M,KXSOL15M-26JUL061745-45,no,90,180,"90,83,85",False,True,4.65
KXSOL15M,KXSOL15M-26JUL061645-45,yes,95,540,"83,83,93",True,True,2.2
KXSOL15M,KXSOL15M-26JUL061615-15,no,90,600,"89,87,90",False,True,4.65
KXSOL15M,KXSOL15M-26JUL061600-00,no,91,240,"84,80,88",False,True,4.14
KXSOL15M,KXSOL15M-26JUL061445-45,yes,94,300,"95,96,96",True,True,2.67
KXSOL15M,KXSOL15M-26JUL061430-30,yes,95,300,"82,96,95",False,True,2.2
KXSOL15M,KXSOL15M-26JUL061000-00,yes,92,480,"88,93,92",False,False,-45
KXSOL15M,KXSOL15M-26JUL060830-30,yes,90,480,"89,92,91",False,True,4.65
KXSOL15M,KXSOL15M-26JUL060745-45,yes,92,480,"90,88,88",False,True,3.64
KXSOL15M,KXSOL15M-26JUL060645-45,yes,93,480,"83,85,83",False,True,3.15
KXSOL15M,KXSOL15M-26JUL060615-15,yes,90,420,"86,83,85",False,True,4.65
KXSOL15M,KXSOL15M-26JUL060115-15,no,92,420,"89,82,81",False,True,3.64
KXSOL15M,KXSOL15M-26JUL052145-45,yes,90,360,"92,95,96",True,True,4.65
KXSOL15M,KXSOL15M-26JUL052100-00,yes,92,480,"80,80,94",True,True,3.64
KXSOL15M,KXSOL15M-26JUL052000-00,no,94,300,"84,95,95",True,True,2.67
