series,ticker,side,ask,hour_utc,secs_left,won,profit
KXETH15M,KXETH15M-26JUN271300-00,yes,92,17,240,True,3.64
KXETH15M,KXETH15M-26JUN271200-00,no,90,16,180,True,4.65
KXETH15M,KXETH15M-26JUN271130-30,no,94,15,600,True,2.67
KXETH15M,KXETH15M-26JUN271100-00,no,93,15,300,True,3.15
KXETH15M,KXETH15M-26JUN261300-00,no,94,17,240,True,2.67
KXETH15M,KXETH15M-26JUN261245-45,yes,95,16,420,True,2.2
KXETH15M,KXETH15M-26JUN261230-30,no,94,16,300,True,2.67
KXETH15M,KXETH15M-26JUN261100-00,yes,90,15,480,True,4.65
KXETH15M,KXETH15M-26JUN251245-45,no,93,16,600,True,3.15
KXETH15M,KXETH15M-26JUN251200-00,yes,95,16,300,True,2.2
KXETH15M,KXETH15M-26JUN251115-15,no,92,15,360,True,3.64
KXETH15M,KXETH15M-26JUN251100-00,yes,94,15,300,True,2.67
KXETH15M,KXETH15M-26JUN241300-00,no,93,17,600,True,3.15
KXETH15M,KXETH15M-26JUN241230-30,yes,90,16,240,True,4.65
KXETH15M,KXETH15M-26JUN241145-45,no,93,15,540,True,3.15
KXETH15M,KXETH15M-26JUN241130-30,yes,93,15,300,True,3.15
KXETH15M,KXETH15M-26JUN231330-30,yes,94,17,360,True,2.67
KXETH15M,KXETH15M-26JUN231315-15,no,94,17,360,True,2.67
KXETH15M,KXETH15M-26JUN231300-00,no,93,17,360,True,3.15
KXETH15M,KXETH15M-26JUN231230-30,no,95,16,360,True,2.2
KXETH15M,KXETH15M-26JUN231145-45,yes,90,15,480,True,4.65
KXETH15M,KXETH15M-26JUN231115-15,no,90,15,360,True,4.65
KXETH15M,KXETH15M-26JUN221330-30,no,93,17,360,True,3.15
KXETH15M,KXETH15M-26JUN221215-15,no,94,16,540,True,2.67
KXETH15M,KXETH15M-26JUN221130-30,no,93,15,240,True,3.15
KXETH15M,KXETH15M-26JUN211330-30,no,95,17,540,True,2.2
KXETH15M,KXETH15M-26JUN211315-15,yes,95,17,360,True,2.2
KXETH15M,KXETH15M-26JUN211300-00,yes,92,17,540,True,3.64
KXETH15M,KXETH15M-26JUN211245-45,no,93,16,480,True,3.15
KXETH15M,KXETH15M-26JUN211230-30,yes,95,16,240,True,2.2
KXETH15M,KXETH15M-26JUN211215-15,no,93,16,360,True,3.15
KXETH15M,KXETH15M-26JUN211145-45,no,91,15,540,True,4.14
KXETH15M,KXETH15M-26JUN201345-45,no,92,17,360,True,3.64
KXETH15M,KXETH15M-26JUN201315-15,no,94,17,420,True,2.67
KXETH15M,KXETH15M-26JUN201215-15,no,91,16,420,True,4.14
KXETH15M,KXETH15M-26JUN201145-45,no,94,15,180,True,2.67
KXETH15M,KXETH15M-26JUN201130-30,yes,92,15,420,True,3.64
KXETH15M,KXETH15M-26JUN201100-00,yes,95,15,600,True,2.2
KXETH15M,KXETH15M-26JUN191345-45,yes,94,17,480,True,2.67
KXETH15M,KXETH15M-26JUN191330-30,yes,95,17,540,False,-45
KXETH15M,KXETH15M-26JUN191300-00,no,95,17,480,True,2.2
KXETH15M,KXETH15M-26JUN191245-45,no,95,16,240,True,2.2
KXETH15M,KXETH15M-26JUN191230-30,no,91,16,180,True,4.14
KXETH15M,KXETH15M-26JUN191145-45,yes,94,15,540,True,2.67
KXETH15M,KXETH15M-26JUN191100-00,yes,92,15,180,True,3.64
KXETH15M,KXETH15M-26JUN181115-15,no,92,15,540,True,3.64
KXETH15M,KXETH15M-26JUN181100-00,no,94,15,240,False,-45
KXETH15M,KXETH15M-26JUN171245-45,no,95,16,540,True,2.2
KXETH15M,KXETH15M-26JUN171200-00,yes,91,16,360,True,4.14
KXETH15M,KXETH15M-26JUN171145-45,yes,94,15,180,True,2.67
KXETH15M,KXETH15M-26JUN161130-30,no,95,15,240,True,2.2
KXETH15M,KXETH15M-26JUN161115-15,yes,95,15,240,True,2.2
KXETH15M,KXETH15M-26JUN151315-15,no,94,17,540,True,2.67
KXETH15M,KXETH15M-26JUN151230-30,no,93,16,540,True,3.15
KXETH15M,KXETH15M-26JUN151100-00,yes,91,15,540,True,4.14
KXETH15M,KXETH15M-26JUN141345-45,no,93,17,240,True,3.15
KXETH15M,KXETH15M-26JUN141115-15,yes,94,15,540,True,2.67
KXETH15M,KXETH15M-26JUN141100-00,yes,94,15,360,True,2.67
KXETH15M,KXETH15M-26JUN131330-30,yes,92,17,420,True,3.64
KXETH15M,KXETH15M-26JUN131200-00,yes,95,16,240,True,2.2
KXETH15M,KXETH15M-26JUN121145-45,no,91,15,480,True,4.14
KXETH15M,KXETH15M-26JUN121130-30,no,92,15,420,True,3.64
KXETH15M,KXETH15M-26JUN111345-45,yes,95,17,600,True,2.2
KXETH15M,KXETH15M-26JUN111145-45,yes,92,15,180,False,-45
KXSOL15M,KXSOL15M-26AUG091315-15,no,94,17,240,True,2.67
KXSOL15M,KXSOL15M-26AUG091245-45,yes,90,16,540,True,4.65
KXSOL15M,KXSOL15M-26AUG091200-00,no,90,16,600,False,-45
KXSOL15M,KXSOL15M-26AUG081315-15,no,90,17,360,True,4.65
KXSOL15M,KXSOL15M-26AUG081245-45,no,95,16,240,True,2.2
KXSOL15M,KXSOL15M-26AUG081145-45,no,91,15,480,True,4.14
KXSOL15M,KXSOL15M-26AUG071245-45,no,92,16,180,True,3.64
KXSOL15M,KXSOL15M-26AUG071145-45,yes,90,15,300,True,4.65
KXSOL15M,KXSOL15M-26AUG071115-15,yes,95,15,180,True,2.2
KXSOL15M,KXSOL15M-26AUG061330-30,no,94,17,180,True,2.67
KXSOL15M,KXSOL15M-26AUG061230-30,yes,94,16,240,True,2.67
KXSOL15M,KXSOL15M-26AUG061130-30,no,92,15,420,False,-45
KXSOL15M,KXSOL15M-26AUG061115-15,yes,90,15,300,True,4.65
KXSOL15M,KXSOL15M-26AUG061100-00,no,94,15,300,True,2.67
KXSOL15M,KXSOL15M-26AUG051300-00,no,93,17,360,True,3.15
KXSOL15M,KXSOL15M-26AUG051230-30,yes,92,16,300,True,3.64
KXSOL15M,KXSOL15M-26AUG051215-15,yes,94,16,360,True,2.67
KXSOL15M,KXSOL15M-26AUG051200-00,no,95,16,300,True,2.2
KXSOL15M,KXSOL15M-26AUG051130-30,no,93,15,240,True,3.15
KXSOL15M,KXSOL15M-26AUG041215-15,no,91,16,420,True,4.14
KXSOL15M,KXSOL15M-26AUG041200-00,yes,91,16,600,True,4.14
KXSOL15M,KXSOL15M-26AUG031300-00,yes,90,17,600,True,4.65
KXSOL15M,KXSOL15M-26AUG021300-00,no,95,17,300,True,2.2
KXSOL15M,KXSOL15M-26AUG021245-45,yes,91,16,600,True,4.14
KXSOL15M,KXSOL15M-26AUG021230-30,yes,95,16,240,True,2.2
KXSOL15M,KXSOL15M-26AUG021130-30,no,95,15,240,True,2.2
KXSOL15M,KXSOL15M-26AUG021115-15,yes,95,15,180,True,2.2
KXSOL15M,KXSOL15M-26AUG011345-45,no,93,17,480,True,3.15
KXSOL15M,KXSOL15M-26AUG011315-15,yes,92,17,360,False,-45
KXSOL15M,KXSOL15M-26AUG011145-45,no,94,15,600,True,2.67
KXSOL15M,KXSOL15M-26JUL311315-15,no,90,17,360,True,4.65
KXSOL15M,KXSOL15M-26JUL311245-45,no,90,16,300,True,4.65
KXSOL15M,KXSOL15M-26JUL311100-00,yes,93,15,480,True,3.15
KXSOL15M,KXSOL15M-26JUL301300-00,yes,92,17,300,True,3.64
KXSOL15M,KXSOL15M-26JUL301215-15,yes,92,16,420,True,3.64
KXSOL15M,KXSOL15M-26JUL291330-30,no,95,17,420,True,2.2
KXSOL15M,KXSOL15M-26JUL291300-00,yes,95,17,540,True,2.2
KXSOL15M,KXSOL15M-26JUL291245-45,no,95,16,240,True,2.2
KXSOL15M,KXSOL15M-26JUL281345-45,no,95,17,240,True,2.2
KXSOL15M,KXSOL15M-26JUL281300-00,yes,95,17,240,True,2.2
KXSOL15M,KXSOL15M-26JUL281100-00,yes,92,15,600,True,3.64
KXSOL15M,KXSOL15M-26JUL271330-30,yes,92,17,360,True,3.64
KXSOL15M,KXSOL15M-26JUL271245-45,yes,93,16,360,True,3.15
KXSOL15M,KXSOL15M-26JUL271100-00,yes,91,15,420,True,4.14
KXSOL15M,KXSOL15M-26JUL261330-30,no,94,17,420,True,2.67
KXSOL15M,KXSOL15M-26JUL261100-00,yes,91,15,240,True,4.14
KXSOL15M,KXSOL15M-26JUL251115-15,yes,94,15,240,True,2.67
KXSOL15M,KXSOL15M-26JUL241215-15,yes,94,16,180,True,2.67
KXSOL15M,KXSOL15M-26JUL241115-15,no,94,15,420,False,-45
KXSOL15M,KXSOL15M-26JUL241100-00,yes,94,15,360,True,2.67
KXSOL15M,KXSOL15M-26JUL231345-45,no,94,17,360,True,2.67
KXSOL15M,KXSOL15M-26JUL231230-30,no,95,16,480,False,-45
KXSOL15M,KXSOL15M-26JUL231130-30,yes,90,15,420,True,4.65
KXSOL15M,KXSOL15M-26JUL221145-45,no,92,15,240,True,3.64
KXSOL15M,KXSOL15M-26JUL221115-15,yes,95,15,540,True,2.2
KXSOL15M,KXSOL15M-26JUL211245-45,yes,94,16,420,True,2.67
KXSOL15M,KXSOL15M-26JUL211200-00,yes,90,16,360,True,4.65
KXSOL15M,KXSOL15M-26JUL211130-30,yes,92,15,300,True,3.64
KXSOL15M,KXSOL15M-26JUL201345-45,no,94,17,180,True,2.67
KXSOL15M,KXSOL15M-26JUL201300-00,yes,90,17,420,True,4.65
KXSOL15M,KXSOL15M-26JUL201200-00,yes,93,16,540,True,3.15
KXSOL15M,KXSOL15M-26JUL201115-15,yes,94,15,540,True,2.67
KXSOL15M,KXSOL15M-26JUL191215-15,no,94,16,240,True,2.67
KXSOL15M,KXSOL15M-26JUL191130-30,no,90,15,360,True,4.65
KXSOL15M,KXSOL15M-26JUL191100-00,yes,94,15,540,True,2.67
KXSOL15M,KXSOL15M-26JUL181345-45,yes,95,17,540,True,2.2
KXSOL15M,KXSOL15M-26JUL181300-00,yes,94,17,360,True,2.67
KXSOL15M,KXSOL15M-26JUL181245-45,yes,90,16,420,True,4.65
KXSOL15M,KXSOL15M-26JUL181200-00,yes,94,16,300,True,2.67
KXSOL15M,KXSOL15M-26JUL171115-15,no,95,15,360,True,2.2
KXSOL15M,KXSOL15M-26JUL171100-00,no,93,15,300,True,3.15
KXSOL15M,KXSOL15M-26JUL161315-15,no,93,17,540,True,3.15
KXSOL15M,KXSOL15M-26JUL161215-15,no,92,16,360,True,3.64
KXSOL15M,KXSOL15M-26JUL161200-00,yes,94,16,300,True,2.67
KXSOL15M,KXSOL15M-26JUL161115-15,no,91,15,480,True,4.14
KXSOL15M,KXSOL15M-26JUL141330-30,no,93,17,240,False,-45
KXSOL15M,KXSOL15M-26JUL131345-45,no,94,17,300,True,2.67
KXSOL15M,KXSOL15M-26JUL131300-00,no,95,17,300,True,2.2
KXSOL15M,KXSOL15M-26JUL131245-45,no,95,16,180,True,2.2
KXSOL15M,KXSOL15M-26JUL131130-30,yes,94,15,240,True,2.67
KXSOL15M,KXSOL15M-26JUL121330-30,no,95,17,240,True,2.2
KXSOL15M,KXSOL15M-26JUL121245-45,no,95,16,480,True,2.2
KXSOL15M,KXSOL15M-26JUL121200-00,yes,95,16,180,True,2.2
KXSOL15M,KXSOL15M-26JUL121100-00,yes,93,15,480,True,3.15
KXSOL15M,KXSOL15M-26JUL111130-30,yes,94,15,300,True,2.67
KXSOL15M,KXSOL15M-26JUL101300-00,yes,93,17,300,True,3.15
KXSOL15M,KXSOL15M-26JUL101245-45,no,93,16,240,True,3.15
KXSOL15M,KXSOL15M-26JUL101100-00,yes,94,15,240,True,2.67
KXSOL15M,KXSOL15M-26JUL091330-30,yes,92,17,480,True,3.64
KXSOL15M,KXSOL15M-26JUL091300-00,no,91,17,420,True,4.14
KXSOL15M,KXSOL15M-26JUL081200-00,yes,95,16,180,True,2.2
KXSOL15M,KXSOL15M-26JUL081100-00,yes,91,15,180,True,4.14
KXSOL15M,KXSOL15M-26JUL071315-15,yes,90,17,240,True,4.65
KXSOL15M,KXSOL15M-26JUL071300-00,yes,90,17,300,False,-45
KXSOL15M,KXSOL15M-26JUL071200-00,yes,90,16,480,True,4.65
KXSOL15M,KXSOL15M-26JUL071145-45,yes,94,15,300,True,2.67
KXSOL15M,KXSOL15M-26JUL061115-15,yes,95,15,420,True,2.2
KXSOL15M,KXSOL15M-26JUL051330-30,yes,95,17,180,True,2.2
KXSOL15M,KXSOL15M-26JUL051245-45,no,90,16,180,True,4.65
KXSOL15M,KXSOL15M-26JUL051230-30,no,92,16,360,True,3.64
KXSOL15M,KXSOL15M-26JUL051130-30,no,94,15,300,True,2.67
KXSOL15M,KXSOL15M-26JUL041345-45,yes,92,17,240,True,3.64
KXSOL15M,KXSOL15M-26JUL041330-30,yes,92,17,360,True,3.64
KXSOL15M,KXSOL15M-26JUL041315-15,no,94,17,540,True,2.67
KXSOL15M,KXSOL15M-26JUL041230-30,yes,92,16,420,True,3.64
KXSOL15M,KXSOL15M-26JUL041100-00,no,91,15,420,True,4.14
KXSOL15M,KXSOL15M-26JUL031330-30,yes,92,17,420,True,3.64
KXSOL15M,KXSOL15M-26JUL031115-15,yes,95,15,300,False,-45
KXSOL15M,KXSOL15M-26JUL021330-30,yes,91,17,300,True,4.14
KXSOL15M,KXSOL15M-26JUL021315-15,yes,91,17,300,True,4.14
KXSOL15M,KXSOL15M-26JUL021245-45,no,94,16,180,True,2.67
KXSOL15M,KXSOL15M-26JUL021200-00,no,90,16,360,False,-45
KXSOL15M,KXSOL15M-26JUL021115-15,no,92,15,300,True,3.64
KXSOL15M,KXSOL15M-26JUL021100-00,no,95,15,180,True,2.2
KXSOL15M,KXSOL15M-26JUL011200-00,no,90,16,420,False,-45
KXSOL15M,KXSOL15M-26JUL011115-15,yes,93,15,240,True,3.15
KXSOL15M,KXSOL15M-26JUN301315-15,yes,95,17,180,False,-45
KXSOL15M,KXSOL15M-26JUN301300-00,yes,95,17,420,True,2.2
KXSOL15M,KXSOL15M-26JUN301215-15,yes,95,16,360,False,-45
KXSOL15M,KXSOL15M-26JUN301200-00,yes,91,16,600,False,-45
KXSOL15M,KXSOL15M-26JUN291330-30,yes,93,17,600,True,3.15
KXSOL15M,KXSOL15M-26JUN291300-00,yes,93,17,540,True,3.15
KXSOL15M,KXSOL15M-26JUN291130-30,yes,93,15,420,True,3.15
KXSOL15M,KXSOL15M-26JUN281345-45,no,90,17,180,True,4.65
KXSOL15M,KXSOL15M-26JUN281315-15,yes,94,17,300,True,2.67
KXSOL15M,KXSOL15M-26JUN281300-00,yes,90,17,480,True,4.65
KXSOL15M,KXSOL15M-26JUN281245-45,no,92,16,480,True,3.64
KXSOL15M,KXSOL15M-26JUN281115-15,yes,91,15,480,True,4.14
KXSOL15M,KXSOL15M-26JUN271130-30,no,90,15,540,True,4.65
KXSOL15M,KXSOL15M-26JUN271100-00,no,90,15,360,True,4.65
KXSOL15M,KXSOL15M-26JUN261345-45,no,94,17,360,False,-45
KXSOL15M,KXSOL15M-26JUN261330-30,no,94,17,480,True,2.67
KXSOL15M,KXSOL15M-26JUN261230-30,no,92,16,180,True,3.64
KXSOL15M,KXSOL15M-26JUN261215-15,yes,93,16,480,True,3.15
KXSOL15M,KXSOL15M-26JUN261200-00,no,90,16,300,True,4.65
KXSOL15M,KXSOL15M-26JUN251245-45,no,92,16,600,True,3.64
KXSOL15M,KXSOL15M-26JUN251115-15,no,92,15,360,True,3.64
KXSOL15M,KXSOL15M-26JUN251100-00,yes,92,15,360,True,3.64
KXSOL15M,KXSOL15M-26JUN241200-00,no,90,16,600,True,4.65
KXSOL15M,KXSOL15M-26JUN241145-45,no,93,15,480,True,3.15
KXSOL15M,KXSOL15M-26JUN241115-15,no,95,15,240,True,2.2
KXSOL15M,KXSOL15M-26JUN231315-15,no,95,17,480,True,2.2
KXSOL15M,KXSOL15M-26JUN231300-00,no,92,17,360,True,3.64
KXSOL15M,KXSOL15M-26JUN231230-30,no,93,16,300,True,3.15
KXSOL15M,KXSOL15M-26JUN231200-00,no,93,16,540,False,-45
KXSOL15M,KXSOL15M-26JUN231145-45,yes,93,15,480,True,3.15
KXSOL15M,KXSOL15M-26JUN211215-15,no,91,16,480,True,4.14
KXSOL15M,KXSOL15M-26JUN211200-00,no,91,16,540,True,4.14
KXSOL15M,KXSOL15M-26JUN211115-15,yes,95,15,480,False,-45
KXSOL15M,KXSOL15M-26JUN201345-45,no,90,17,360,True,4.65
KXSOL15M,KXSOL15M-26JUN201330-30,no,94,17,180,True,2.67
KXSOL15M,KXSOL15M-26JUN201215-15,no,94,16,480,True,2.67
KXSOL15M,KXSOL15M-26JUN201200-00,yes,90,16,540,True,4.65
KXSOL15M,KXSOL15M-26JUN201130-30,yes,93,15,360,True,3.15
KXSOL15M,KXSOL15M-26JUN191345-45,yes,94,17,300,True,2.67
KXSOL15M,KXSOL15M-26JUN191330-30,yes,94,17,420,True,2.67
KXSOL15M,KXSOL15M-26JUN191300-00,no,95,17,420,True,2.2
KXSOL15M,KXSOL15M-26JUN191245-45,no,90,16,300,True,4.65
KXSOL15M,KXSOL15M-26JUN191200-00,no,92,16,480,True,3.64
KXSOL15M,KXSOL15M-26JUN191145-45,yes,95,15,480,True,2.2
KXSOL15M,KXSOL15M-26JUN191130-30,no,94,15,180,True,2.67
KXSOL15M,KXSOL15M-26JUN181345-45,no,94,17,180,True,2.67
KXSOL15M,KXSOL15M-26JUN181215-15,yes,91,16,540,True,4.14
KXSOL15M,KXSOL15M-26JUN181130-30,no,93,15,480,True,3.15
KXSOL15M,KXSOL15M-26JUN181115-15,no,95,15,540,True,2.2
KXSOL15M,KXSOL15M-26JUN171330-30,yes,92,17,360,True,3.64
KXSOL15M,KXSOL15M-26JUN171300-00,no,90,17,240,True,4.65
KXSOL15M,KXSOL15M-26JUN171200-00,yes,95,16,420,True,2.2
KXSOL15M,KXSOL15M-26JUN171145-45,yes,95,15,240,True,2.2
KXSOL15M,KXSOL15M-26JUN161145-45,yes,90,15,360,True,4.65
KXSOL15M,KXSOL15M-26JUN161130-30,no,95,15,240,True,2.2
KXSOL15M,KXSOL15M-26JUN161115-15,yes,95,15,360,True,2.2
KXSOL15M,KXSOL15M-26JUN151315-15,no,92,17,540,True,3.64
KXSOL15M,KXSOL15M-26JUN151300-00,no,91,17,360,True,4.14
KXSOL15M,KXSOL15M-26JUN151230-30,no,91,16,480,True,4.14
KXSOL15M,KXSOL15M-26JUN151200-00,yes,94,16,540,True,2.67
KXSOL15M,KXSOL15M-26JUN141345-45,no,91,17,240,True,4.14
KXSOL15M,KXSOL15M-26JUN141300-00,no,92,17,480,True,3.64
KXSOL15M,KXSOL15M-26JUN141115-15,yes,90,15,540,True,4.65
KXSOL15M,KXSOL15M-26JUN131330-30,yes,91,17,420,True,4.14
KXSOL15M,KXSOL15M-26JUN131300-00,no,94,17,420,False,-45
KXSOL15M,KXSOL15M-26JUN131200-00,yes,95,16,180,True,2.2
KXSOL15M,KXSOL15M-26JUN131145-45,yes,94,15,240,False,-45
KXSOL15M,KXSOL15M-26JUN131100-00,yes,95,15,180,True,2.2
KXSOL15M,KXSOL15M-26JUN121300-00,yes,92,17,480,True,3.64
KXSOL15M,KXSOL15M-26JUN121245-45,yes,90,16,180,True,4.65
KXSOL15M,KXSOL15M-26JUN121200-00,no,90,16,540,True,4.65
KXSOL15M,KXSOL15M-26JUN111330-30,no,91,17,480,False,-45
KXSOL15M,KXSOL15M-26JUN111245-45,yes,91,16,300,True,4.14
KXSOL15M,KXSOL15M-26JUN111130-30,yes,94,15,240,True,2.67
KXDOGE15M,KXDOGE15M-26AUG091330-30,no,95,17,360,True,2.2
KXDOGE15M,KXDOGE15M-26AUG091200-00,no,92,16,420,True,3.64
KXDOGE15M,KXDOGE15M-26AUG091145-45,yes,91,15,600,True,4.14
KXDOGE15M,KXDOGE15M-26AUG091100-00,yes,92,15,420,True,3.64
KXDOGE15M,KXDOGE15M-26AUG081345-45,yes,95,17,180,True,2.2
KXDOGE15M,KXDOGE15M-26AUG081230-30,no,93,16,480,True,3.15
KXDOGE15M,KXDOGE15M-26AUG081215-15,yes,91,16,420,True,4.14
KXDOGE15M,KXDOGE15M-26AUG081145-45,no,91,15,240,True,4.14
KXDOGE15M,KXDOGE15M-26AUG081130-30,no,93,15,300,True,3.15
KXDOGE15M,KXDOGE15M-26AUG081100-00,yes,95,15,420,True,2.2
KXDOGE15M,KXDOGE15M-26AUG071230-30,no,94,16,480,True,2.67
KXDOGE15M,KXDOGE15M-26AUG061115-15,yes,90,15,300,True,4.65
KXDOGE15M,KXDOGE15M-26AUG051130-30,no,94,15,300,True,2.67
KXDOGE15M,KXDOGE15M-26AUG041315-15,yes,91,17,540,True,4.14
KXDOGE15M,KXDOGE15M-26AUG041245-45,no,92,16,180,True,3.64
KXDOGE15M,KXDOGE15M-26AUG041200-00,yes,91,16,480,True,4.14
KXDOGE15M,KXDOGE15M-26AUG041145-45,yes,95,15,180,True,2.2
KXDOGE15M,KXDOGE15M-26AUG041130-30,no,94,15,240,True,2.67
KXDOGE15M,KXDOGE15M-26AUG031130-30,yes,93,15,180,True,3.15
KXDOGE15M,KXDOGE15M-26AUG031115-15,no,91,15,360,True,4.14
KXDOGE15M,KXDOGE15M-26AUG021245-45,yes,94,16,480,True,2.67
KXDOGE15M,KXDOGE15M-26AUG021215-15,no,91,16,480,True,4.14
KXDOGE15M,KXDOGE15M-26AUG021130-30,no,95,15,420,True,2.2
KXDOGE15M,KXDOGE15M-26AUG021100-00,no,94,15,180,True,2.67
KXDOGE15M,KXDOGE15M-26AUG011345-45,no,94,17,420,True,2.67
KXDOGE15M,KXDOGE15M-26AUG011315-15,yes,94,17,360,False,-45
KXDOGE15M,KXDOGE15M-26AUG011200-00,yes,93,16,180,True,3.15
KXDOGE15M,KXDOGE15M-26AUG011100-00,yes,93,15,240,True,3.15
KXDOGE15M,KXDOGE15M-26JUL301330-30,yes,90,17,420,True,4.65
KXDOGE15M,KXDOGE15M-26JUL301300-00,yes,94,17,360,True,2.67
KXDOGE15M,KXDOGE15M-26JUL301130-30,yes,91,15,360,False,-45
KXDOGE15M,KXDOGE15M-26JUL291300-00,yes,92,17,540,True,3.64
KXDOGE15M,KXDOGE15M-26JUL291245-45,no,94,16,420,True,2.67
KXDOGE15M,KXDOGE15M-26JUL291230-30,yes,94,16,240,True,2.67
KXDOGE15M,KXDOGE15M-26JUL281345-45,no,94,17,480,True,2.67
KXDOGE15M,KXDOGE15M-26JUL281100-00,yes,93,15,360,True,3.15
KXDOGE15M,KXDOGE15M-26JUL271300-00,no,91,17,180,True,4.14
KXDOGE15M,KXDOGE15M-26JUL271200-00,no,91,16,240,True,4.14
KXDOGE15M,KXDOGE15M-26JUL271100-00,yes,92,15,420,True,3.64
KXDOGE15M,KXDOGE15M-26JUL261215-15,no,95,16,180,True,2.2
KXDOGE15M,KXDOGE15M-26JUL251315-15,yes,90,17,420,True,4.65
KXDOGE15M,KXDOGE15M-26JUL251215-15,yes,95,16,540,True,2.2
KXDOGE15M,KXDOGE15M-26JUL241330-30,yes,93,17,540,True,3.15
KXDOGE15M,KXDOGE15M-26JUL241215-15,no,93,16,480,True,3.15
KXDOGE15M,KXDOGE15M-26JUL241200-00,no,91,16,240,True,4.14
KXDOGE15M,KXDOGE15M-26JUL241145-45,yes,91,15,480,True,4.14
KXDOGE15M,KXDOGE15M-26JUL241115-15,no,91,15,540,False,-45
KXDOGE15M,KXDOGE15M-26JUL241100-00,yes,93,15,420,True,3.15
KXDOGE15M,KXDOGE15M-26JUL231330-30,yes,92,17,360,True,3.64
KXDOGE15M,KXDOGE15M-26JUL231315-15,no,93,17,180,True,3.15
KXDOGE15M,KXDOGE15M-26JUL231200-00,yes,90,16,420,True,4.65
KXDOGE15M,KXDOGE15M-26JUL231115-15,no,94,15,540,True,2.67
KXDOGE15M,KXDOGE15M-26JUL221345-45,yes,92,17,360,True,3.64
KXDOGE15M,KXDOGE15M-26JUL221230-30,no,92,16,480,True,3.64
KXDOGE15M,KXDOGE15M-26JUL221145-45,no,90,15,240,True,4.65
KXDOGE15M,KXDOGE15M-26JUL221130-30,yes,92,15,360,True,3.64
KXDOGE15M,KXDOGE15M-26JUL221115-15,yes,92,15,420,True,3.64
KXDOGE15M,KXDOGE15M-26JUL201145-45,no,92,15,240,False,-45
KXDOGE15M,KXDOGE15M-26JUL201115-15,yes,94,15,540,True,2.67
KXDOGE15M,KXDOGE15M-26JUL191345-45,yes,90,17,300,False,-45
KXDOGE15M,KXDOGE15M-26JUL191245-45,no,94,16,360,True,2.67
KXDOGE15M,KXDOGE15M-26JUL191230-30,yes,91,16,180,True,4.14
KXDOGE15M,KXDOGE15M-26JUL191145-45,yes,95,15,360,True,2.2
KXDOGE15M,KXDOGE15M-26JUL191100-00,yes,92,15,420,True,3.64
KXDOGE15M,KXDOGE15M-26JUL181345-45,yes,90,17,540,True,4.65
KXDOGE15M,KXDOGE15M-26JUL181330-30,no,95,17,240,True,2.2
KXDOGE15M,KXDOGE15M-26JUL181315-15,no,91,17,360,True,4.14
KXDOGE15M,KXDOGE15M-26JUL181300-00,yes,92,17,480,True,3.64
KXDOGE15M,KXDOGE15M-26JUL181245-45,yes,92,16,540,True,3.64
KXDOGE15M,KXDOGE15M-26JUL181230-30,no,93,16,240,True,3.15
KXDOGE15M,KXDOGE15M-26JUL181200-00,yes,95,16,480,True,2.2
KXDOGE15M,KXDOGE15M-26JUL181100-00,yes,91,15,360,True,4.14
KXDOGE15M,KXDOGE15M-26JUL171345-45,no,90,17,360,True,4.65
KXDOGE15M,KXDOGE15M-26JUL171115-15,no,92,15,300,True,3.64
KXDOGE15M,KXDOGE15M-26JUL161345-45,yes,91,17,420,True,4.14
KXDOGE15M,KXDOGE15M-26JUL161215-15,no,92,16,420,True,3.64
KXDOGE15M,KXDOGE15M-26JUL161130-30,yes,95,15,540,True,2.2
KXDOGE15M,KXDOGE15M-26JUL161115-15,no,94,15,480,True,2.67
KXDOGE15M,KXDOGE15M-26JUL151215-15,no,94,16,540,True,2.67
KXDOGE15M,KXDOGE15M-26JUL151100-00,yes,93,15,180,True,3.15
KXDOGE15M,KXDOGE15M-26JUL141345-45,no,90,17,300,True,4.65
KXDOGE15M,KXDOGE15M-26JUL141300-00,no,91,17,600,True,4.14
KXDOGE15M,KXDOGE15M-26JUL141215-15,yes,95,16,360,True,2.2
KXDOGE15M,KXDOGE15M-26JUL141145-45,yes,95,15,540,True,2.2
KXDOGE15M,KXDOGE15M-26JUL131345-45,no,93,17,300,True,3.15
KXDOGE15M,KXDOGE15M-26JUL131315-15,yes,94,17,180,True,2.67
KXDOGE15M,KXDOGE15M-26JUL131300-00,no,90,17,360,True,4.65
KXDOGE15M,KXDOGE15M-26JUL131130-30,yes,92,15,240,True,3.64
KXDOGE15M,KXDOGE15M-26JUL121345-45,yes,95,17,420,True,2.2
KXDOGE15M,KXDOGE15M-26JUL121245-45,no,94,16,480,True,2.67
KXDOGE15M,KXDOGE15M-26JUL121200-00,yes,91,16,300,True,4.14
KXDOGE15M,KXDOGE15M-26JUL121100-00,yes,93,15,600,True,3.15
KXDOGE15M,KXDOGE15M-26JUL111315-15,yes,93,17,240,True,3.15
KXDOGE15M,KXDOGE15M-26JUL111245-45,no,91,16,300,True,4.14
KXDOGE15M,KXDOGE15M-26JUL111115-15,yes,92,15,600,True,3.64
KXDOGE15M,KXDOGE15M-26JUL091330-30,yes,92,17,480,True,3.64
KXDOGE15M,KXDOGE15M-26JUL091115-15,yes,95,15,180,True,2.2
KXDOGE15M,KXDOGE15M-26JUL081200-00,yes,91,16,420,True,4.14
