series,ticker,side,ask,hour_utc,secs_left,won,profit
KXXRP15M,KXXRP15M-26JUL281300-00,yes,95,17,300,True,2.2
KXXRP15M,KXXRP15M-26JUL281145-45,yes,90,15,180,True,4.65
KXXRP15M,KXXRP15M-26JUL271345-45,yes,92,17,360,True,3.64
KXXRP15M,KXXRP15M-26JUL271200-00,no,95,16,240,True,2.2
KXXRP15M,KXXRP15M-26JUL271100-00,yes,90,15,420,True,4.65
KXXRP15M,KXXRP15M-26JUL261315-15,no,94,17,240,True,2.67
KXXRP15M,KXXRP15M-26JUL261300-00,no,95,17,180,True,2.2
KXXRP15M,KXXRP15M-26JUL261230-30,yes,94,16,300,True,2.67
KXXRP15M,KXXRP15M-26JUL261215-15,no,93,16,480,True,3.15
KXXRP15M,KXXRP15M-26JUL261145-45,yes,93,15,300,True,3.15
KXXRP15M,KXXRP15M-26JUL261115-15,yes,95,15,180,True,2.2
KXXRP15M,KXXRP15M-26JUL261100-00,yes,92,15,600,True,3.64
KXXRP15M,KXXRP15M-26JUL251300-00,yes,92,17,420,True,3.64
KXXRP15M,KXXRP15M-26JUL251230-30,no,91,16,360,True,4.14
KXXRP15M,KXXRP15M-26JUL251115-15,yes,94,15,240,True,2.67
KXXRP15M,KXXRP15M-26JUL241330-30,yes,93,17,360,True,3.15
KXXRP15M,KXXRP15M-26JUL241300-00,no,95,17,540,True,2.2
KXXRP15M,KXXRP15M-26JUL241245-45,no,92,16,540,True,3.64
KXXRP15M,KXXRP15M-26JUL231345-45,no,95,17,240,True,2.2
KXXRP15M,KXXRP15M-26JUL231230-30,no,91,16,540,True,4.14
KXXRP15M,KXXRP15M-26JUL231200-00,yes,94,16,300,True,2.67
KXXRP15M,KXXRP15M-26JUL231100-00,no,92,15,480,True,3.64
KXXRP15M,KXXRP15M-26JUL221345-45,yes,92,17,360,True,3.64
KXXRP15M,KXXRP15M-26JUL221330-30,no,90,17,540,True,4.65
KXXRP15M,KXXRP15M-26JUL221300-00,no,90,17,480,True,4.65
KXXRP15M,KXXRP15M-26JUL221230-30,no,94,16,480,True,2.67
KXXRP15M,KXXRP15M-26JUL211345-45,yes,94,17,540,True,2.67
KXXRP15M,KXXRP15M-26JUL211245-45,no,92,16,240,True,3.64
KXXRP15M,KXXRP15M-26JUL211230-30,no,90,16,420,True,4.65
KXXRP15M,KXXRP15M-26JUL211145-45,no,90,15,540,True,4.65
KXXRP15M,KXXRP15M-26JUL201330-30,no,94,17,300,True,2.67
KXXRP15M,KXXRP15M-26JUL191345-45,yes,94,17,360,True,2.67
KXXRP15M,KXXRP15M-26JUL191115-15,no,90,15,180,True,4.65
KXXRP15M,KXXRP15M-26JUL191100-00,yes,95,15,420,True,2.2
KXXRP15M,KXXRP15M-26JUL181345-45,yes,90,17,600,True,4.65
KXXRP15M,KXXRP15M-26JUL181315-15,no,94,17,300,True,2.67
KXXRP15M,KXXRP15M-26JUL181245-45,yes,90,16,420,True,4.65
KXXRP15M,KXXRP15M-26JUL171200-00,yes,90,16,360,True,4.65
KXXRP15M,KXXRP15M-26JUL171130-30,yes,95,15,360,True,2.2
KXXRP15M,KXXRP15M-26JUL161345-45,yes,92,17,540,True,3.64
KXXRP15M,KXXRP15M-26JUL161315-15,no,94,17,480,True,2.67
KXXRP15M,KXXRP15M-26JUL161130-30,yes,94,15,540,True,2.67
KXXRP15M,KXXRP15M-26JUL151300-00,yes,92,17,420,True,3.64
KXXRP15M,KXXRP15M-26JUL151230-30,no,94,16,300,True,2.67
KXXRP15M,KXXRP15M-26JUL151145-45,yes,94,15,360,True,2.67
KXXRP15M,KXXRP15M-26JUL141315-15,no,94,17,420,True,2.67
KXXRP15M,KXXRP15M-26JUL131345-45,no,92,17,540,True,3.64
KXXRP15M,KXXRP15M-26JUL131245-45,no,92,16,300,False,-45
KXXRP15M,KXXRP15M-26JUL131230-30,no,95,16,420,True,2.2
KXXRP15M,KXXRP15M-26JUL121345-45,yes,93,17,360,True,3.15
KXXRP15M,KXXRP15M-26JUL121330-30,no,95,17,360,True,2.2
KXXRP15M,KXXRP15M-26JUL121215-15,yes,95,16,180,False,-45
KXXRP15M,KXXRP15M-26JUL121200-00,yes,94,16,240,True,2.67
KXXRP15M,KXXRP15M-26JUL121145-45,no,91,15,420,True,4.14
KXXRP15M,KXXRP15M-26JUL121100-00,yes,92,15,480,True,3.64
KXXRP15M,KXXRP15M-26JUL111245-45,no,90,16,300,True,4.65
KXXRP15M,KXXRP15M-26JUL101300-00,yes,95,17,360,True,2.2
KXXRP15M,KXXRP15M-26JUL101230-30,no,94,16,360,True,2.67
KXXRP15M,KXXRP15M-26JUL101200-00,yes,95,16,180,True,2.2
KXXRP15M,KXXRP15M-26JUL101115-15,yes,92,15,240,True,3.64
KXXRP15M,KXXRP15M-26JUL091330-30,yes,95,17,420,True,2.2
KXXRP15M,KXXRP15M-26JUL091245-45,yes,95,16,240,True,2.2
KXXRP15M,KXXRP15M-26JUL091200-00,no,95,16,180,True,2.2
KXXRP15M,KXXRP15M-26JUL091145-45,no,90,15,180,True,4.65
KXXRP15M,KXXRP15M-26JUL091115-15,yes,90,15,180,True,4.65
KXXRP15M,KXXRP15M-26JUL081315-15,yes,91,17,300,True,4.14
KXXRP15M,KXXRP15M-26JUL081245-45,no,95,16,420,False,-45
KXXRP15M,KXXRP15M-26JUL081215-15,yes,93,16,360,True,3.15
KXXRP15M,KXXRP15M-26JUL071200-00,yes,90,16,540,True,4.65
KXXRP15M,KXXRP15M-26JUL071145-45,yes,93,15,360,True,3.15
KXXRP15M,KXXRP15M-26JUL071115-15,no,94,15,360,True,2.67
KXXRP15M,KXXRP15M-26JUL071100-00,yes,94,15,540,True,2.67
KXXRP15M,KXXRP15M-26JUL061315-15,yes,93,17,360,True,3.15
KXXRP15M,KXXRP15M-26JUL061245-45,yes,94,16,360,True,2.67
KXXRP15M,KXXRP15M-26JUL061145-45,no,91,15,480,False,-45
KXXRP15M,KXXRP15M-26JUL051345-45,no,91,17,360,True,4.14
KXXRP15M,KXXRP15M-26JUL051330-30,yes,91,17,180,True,4.14
KXXRP15M,KXXRP15M-26JUL051230-30,no,90,16,180,True,4.65
KXXRP15M,KXXRP15M-26JUL051200-00,yes,95,16,360,True,2.2
KXXRP15M,KXXRP15M-26JUL051115-15,yes,94,15,300,True,2.67
KXXRP15M,KXXRP15M-26JUL041330-30,yes,94,17,420,True,2.67
KXXRP15M,KXXRP15M-26JUL041315-15,no,90,17,600,True,4.65
KXXRP15M,KXXRP15M-26JUL041300-00,yes,94,17,420,True,2.67
KXXRP15M,KXXRP15M-26JUL041230-30,yes,95,16,480,True,2.2
KXXRP15M,KXXRP15M-26JUL041215-15,no,92,16,480,True,3.64
KXXRP15M,KXXRP15M-26JUL041100-00,no,92,15,600,False,-45
KXXRP15M,KXXRP15M-26JUL031345-45,yes,95,17,360,True,2.2
KXXRP15M,KXXRP15M-26JUL031300-00,no,91,17,180,True,4.14
KXXRP15M,KXXRP15M-26JUL021300-00,yes,93,17,240,True,3.15
KXXRP15M,KXXRP15M-26JUL021230-30,no,93,16,600,True,3.15
KXXRP15M,KXXRP15M-26JUL011245-45,no,95,16,480,True,2.2
KXXRP15M,KXXRP15M-26JUL011145-45,no,94,15,240,True,2.67
KXXRP15M,KXXRP15M-26JUL011115-15,yes,92,15,540,True,3.64
KXXRP15M,KXXRP15M-26JUN301300-00,yes,95,17,420,True,2.2
KXXRP15M,KXXRP15M-26JUN301115-15,no,91,15,180,True,4.14
KXXRP15M,KXXRP15M-26JUN291300-00,yes,94,17,540,True,2.67
KXXRP15M,KXXRP15M-26JUN281345-45,no,93,17,360,False,-45
KXXRP15M,KXXRP15M-26JUN281300-00,yes,94,17,300,True,2.67
KXXRP15M,KXXRP15M-26JUN281115-15,yes,92,15,480,True,3.64
KXXRP15M,KXXRP15M-26JUN271300-00,no,95,17,300,True,2.2
KXXRP15M,KXXRP15M-26JUN271200-00,no,94,16,360,True,2.67
KXXRP15M,KXXRP15M-26JUN271100-00,yes,91,15,420,True,4.14
KXXRP15M,KXXRP15M-26JUN261330-30,no,91,17,180,True,4.14
KXXRP15M,KXXRP15M-26JUN261245-45,yes,94,16,420,True,2.67
KXXRP15M,KXXRP15M-26JUN261230-30,no,94,16,360,True,2.67
KXXRP15M,KXXRP15M-26JUN261215-15,yes,90,16,480,True,4.65
KXXRP15M,KXXRP15M-26JUN261100-00,yes,94,15,480,False,-45
KXXRP15M,KXXRP15M-26JUN251330-30,yes,90,17,300,True,4.65
KXXRP15M,KXXRP15M-26JUN251245-45,no,93,16,420,True,3.15
KXXRP15M,KXXRP15M-26JUN251130-30,yes,92,15,480,True,3.64
KXXRP15M,KXXRP15M-26JUN251100-00,yes,90,15,240,True,4.65
KXXRP15M,KXXRP15M-26JUN241345-45,no,94,17,300,True,2.67
KXXRP15M,KXXRP15M-26JUN241300-00,no,91,17,540,True,4.14
KXXRP15M,KXXRP15M-26JUN241115-15,no,94,15,180,True,2.67
KXXRP15M,KXXRP15M-26JUN231200-00,no,90,16,540,False,-45
KXXRP15M,KXXRP15M-26JUN231145-45,yes,94,15,480,True,2.67
KXXRP15M,KXXRP15M-26JUN221330-30,no,94,17,300,True,2.67
KXXRP15M,KXXRP15M-26JUN211330-30,no,93,17,180,True,3.15
KXXRP15M,KXXRP15M-26JUN211215-15,no,93,16,360,True,3.15
KXXRP15M,KXXRP15M-26JUN211115-15,yes,91,15,540,True,4.14
KXXRP15M,KXXRP15M-26JUN201345-45,no,90,17,360,True,4.65
KXXRP15M,KXXRP15M-26JUN201315-15,no,92,17,360,True,3.64
KXXRP15M,KXXRP15M-26JUN201300-00,yes,94,17,180,True,2.67
KXXRP15M,KXXRP15M-26JUN201200-00,yes,92,16,600,True,3.64
KXXRP15M,KXXRP15M-26JUN201130-30,yes,94,15,360,True,2.67
KXXRP15M,KXXRP15M-26JUN191345-45,yes,94,17,600,True,2.67
KXXRP15M,KXXRP15M-26JUN191330-30,yes,93,17,300,True,3.15
KXXRP15M,KXXRP15M-26JUN191230-30,no,90,16,420,True,4.65
KXXRP15M,KXXRP15M-26JUN181345-45,yes,90,17,600,True,4.65
KXXRP15M,KXXRP15M-26JUN181215-15,yes,93,16,480,True,3.15
KXXRP15M,KXXRP15M-26JUN181130-30,no,94,15,480,True,2.67
KXXRP15M,KXXRP15M-26JUN171145-45,yes,95,15,360,True,2.2
KXXRP15M,KXXRP15M-26JUN171130-30,yes,95,15,360,True,2.2
KXXRP15M,KXXRP15M-26JUN161315-15,yes,94,17,420,True,2.67
KXXRP15M,KXXRP15M-26JUN161115-15,yes,90,15,360,True,4.65
KXXRP15M,KXXRP15M-26JUN151345-45,no,91,17,540,True,4.14
KXXRP15M,KXXRP15M-26JUN151245-45,no,90,16,240,True,4.65
KXXRP15M,KXXRP15M-26JUN151215-15,no,94,16,480,False,-45
KXXRP15M,KXXRP15M-26JUN141115-15,yes,91,15,480,True,4.14
KXXRP15M,KXXRP15M-26JUN141100-00,yes,95,15,300,True,2.2
KXXRP15M,KXXRP15M-26JUN131300-00,no,94,17,420,True,2.67
KXXRP15M,KXXRP15M-26JUN131215-15,no,95,16,480,True,2.2
KXXRP15M,KXXRP15M-26JUN131115-15,no,94,15,240,False,-45
KXXRP15M,KXXRP15M-26JUN131100-00,yes,95,15,360,True,2.2
KXXRP15M,KXXRP15M-26JUN121230-30,no,90,16,420,True,4.65
KXXRP15M,KXXRP15M-26JUN121215-15,yes,94,16,300,True,2.67
KXXRP15M,KXXRP15M-26JUN121200-00,no,90,16,540,True,4.65
KXXRP15M,KXXRP15M-26JUN111345-45,yes,92,17,600,True,3.64
KXXRP15M,KXXRP15M-26JUN111245-45,yes,91,16,360,True,4.14
KXXRP15M,KXXRP15M-26JUN111130-30,yes,91,15,360,True,4.14
